2023-12-14 06:56:52 t1dms 8 svr svr DEC_8_2023 test None 120 1
2023-12-14 06:56:53 {'hist': 180, 'kernel': 'rbf', 'C': 0.01, 'epsilon': 0.001, 'gamma': 1e-05} [0.8385690891554908]
2023-12-14 06:56:54 {'hist': 180, 'kernel': 'rbf', 'C': 0.01, 'epsilon': 0.001, 'gamma': 0.0001} [0.8356722870671425]
2023-12-14 06:56:54 {'hist': 180, 'kernel': 'rbf', 'C': 0.01, 'epsilon': 0.001, 'gamma': 0.001} [0.8100862094535232]
2023-12-14 06:56:55 {'hist': 180, 'kernel': 'rbf', 'C': 0.01, 'epsilon': 0.01, 'gamma': 1e-05} [0.8388569212883572]
2023-12-14 06:56:55 {'hist': 180, 'kernel': 'rbf', 'C': 0.01, 'epsilon': 0.01, 'gamma': 0.0001} [0.8356206113235928]
2023-12-14 06:56:56 {'hist': 180, 'kernel': 'rbf', 'C': 0.01, 'epsilon': 0.01, 'gamma': 0.001} [0.8102206575936959]
2023-12-14 06:56:57 {'hist': 180, 'kernel': 'rbf', 'C': 0.01, 'epsilon': 0.1, 'gamma': 1e-05} [0.837746838815405]
2023-12-14 06:56:57 {'hist': 180, 'kernel': 'rbf', 'C': 0.01, 'epsilon': 0.1, 'gamma': 0.0001} [0.8343971808319556]
2023-12-14 06:56:58 {'hist': 180, 'kernel': 'rbf', 'C': 0.01, 'epsilon': 0.1, 'gamma': 0.001} [0.810140519859781]
2023-12-14 06:56:58 {'hist': 180, 'kernel': 'rbf', 'C': 3.1622776601683795, 'epsilon': 0.001, 'gamma': 1e-05} [0.763272550681873]
2023-12-14 06:56:59 {'hist': 180, 'kernel': 'rbf', 'C': 3.1622776601683795, 'epsilon': 0.001, 'gamma': 0.0001} [0.652442849232996]
2023-12-14 06:57:00 {'hist': 180, 'kernel': 'rbf', 'C': 3.1622776601683795, 'epsilon': 0.001, 'gamma': 0.001} [0.6305997182654248]
2023-12-14 06:57:00 {'hist': 180, 'kernel': 'rbf', 'C': 3.1622776601683795, 'epsilon': 0.01, 'gamma': 1e-05} [0.763094658767436]
2023-12-14 06:57:01 {'hist': 180, 'kernel': 'rbf', 'C': 3.1622776601683795, 'epsilon': 0.01, 'gamma': 0.0001} [0.6521699257959609]
2023-12-14 06:57:02 {'hist': 180, 'kernel': 'rbf', 'C': 3.1622776601683795, 'epsilon': 0.01, 'gamma': 0.001} [0.630833228673868]
2023-12-14 06:57:02 {'hist': 180, 'kernel': 'rbf', 'C': 3.1622776601683795, 'epsilon': 0.1, 'gamma': 1e-05} [0.7612269728942668]
2023-12-14 06:57:03 {'hist': 180, 'kernel': 'rbf', 'C': 3.1622776601683795, 'epsilon': 0.1, 'gamma': 0.0001} [0.6512942795415886]
2023-12-14 06:57:03 {'hist': 180, 'kernel': 'rbf', 'C': 3.1622776601683795, 'epsilon': 0.1, 'gamma': 0.001} [0.627718914718936]
2023-12-14 06:57:04 {'hist': 180, 'kernel': 'rbf', 'C': 1000.0, 'epsilon': 0.001, 'gamma': 1e-05} [0.6286628265030414]
2023-12-14 06:57:05 {'hist': 180, 'kernel': 'rbf', 'C': 1000.0, 'epsilon': 0.001, 'gamma': 0.0001} [0.6251386970980161]
2023-12-14 06:57:11 {'hist': 180, 'kernel': 'rbf', 'C': 1000.0, 'epsilon': 0.001, 'gamma': 0.001} [0.6940960248792143]
2023-12-14 06:57:11 {'hist': 180, 'kernel': 'rbf', 'C': 1000.0, 'epsilon': 0.01, 'gamma': 1e-05} [0.62857536573691]
2023-12-14 06:57:13 {'hist': 180, 'kernel': 'rbf', 'C': 1000.0, 'epsilon': 0.01, 'gamma': 0.0001} [0.6253312297094568]
2023-12-14 06:57:18 {'hist': 180, 'kernel': 'rbf', 'C': 1000.0, 'epsilon': 0.01, 'gamma': 0.001} [0.6920250756441431]
2023-12-14 06:57:19 {'hist': 180, 'kernel': 'rbf', 'C': 1000.0, 'epsilon': 0.1, 'gamma': 1e-05} [0.6273681322348046]
2023-12-14 06:57:20 {'hist': 180, 'kernel': 'rbf', 'C': 1000.0, 'epsilon': 0.1, 'gamma': 0.0001} [0.620694331582373]
2023-12-14 06:57:23 {'hist': 180, 'kernel': 'rbf', 'C': 1000.0, 'epsilon': 0.1, 'gamma': 0.001} [0.6683520927493837]
2023-12-14 06:57:24 {'hist': 180, 'kernel': 'rbf', 'C': 56.2341325190349, 'epsilon': 0.0316227766016838, 'gamma': 3.1622776601683795e-05} [0.6267623134202649]
2023-12-14 06:57:25 {'hist': 180, 'kernel': 'rbf', 'C': 56.2341325190349, 'epsilon': 0.0316227766016838, 'gamma': 0.0001} [0.6260283700204011]
2023-12-14 06:57:25 {'hist': 180, 'kernel': 'rbf', 'C': 56.2341325190349, 'epsilon': 0.0316227766016838, 'gamma': 0.000316227766016838} [0.6226467596943023]
2023-12-14 06:57:26 {'hist': 180, 'kernel': 'rbf', 'C': 56.2341325190349, 'epsilon': 0.1, 'gamma': 3.1622776601683795e-05} [0.6268785637343502]
2023-12-14 06:57:27 {'hist': 180, 'kernel': 'rbf', 'C': 56.2341325190349, 'epsilon': 0.1, 'gamma': 0.0001} [0.624029857724338]
2023-12-14 06:57:27 {'hist': 180, 'kernel': 'rbf', 'C': 56.2341325190349, 'epsilon': 0.1, 'gamma': 0.000316227766016838} [0.621255493602361]
2023-12-14 06:57:28 {'hist': 180, 'kernel': 'rbf', 'C': 56.2341325190349, 'epsilon': 0.316227766016838, 'gamma': 3.1622776601683795e-05} [0.6251049062313848]
2023-12-14 06:57:28 {'hist': 180, 'kernel': 'rbf', 'C': 56.2341325190349, 'epsilon': 0.316227766016838, 'gamma': 0.0001} [0.6251746280166184]
2023-12-14 06:57:28 {'hist': 180, 'kernel': 'rbf', 'C': 56.2341325190349, 'epsilon': 0.316227766016838, 'gamma': 0.000316227766016838} [0.6194183150188034]
2023-12-14 06:57:29 {'hist': 180, 'kernel': 'rbf', 'C': 1000.0, 'epsilon': 0.0316227766016838, 'gamma': 3.1622776601683795e-05} [0.6234291856299122]
2023-12-14 06:57:30 {'hist': 180, 'kernel': 'rbf', 'C': 1000.0, 'epsilon': 0.0316227766016838, 'gamma': 0.0001} [0.6242991198980686]
2023-12-14 06:57:32 {'hist': 180, 'kernel': 'rbf', 'C': 1000.0, 'epsilon': 0.0316227766016838, 'gamma': 0.000316227766016838} [0.6663344712299663]
2023-12-14 06:57:33 {'hist': 180, 'kernel': 'rbf', 'C': 1000.0, 'epsilon': 0.1, 'gamma': 3.1622776601683795e-05} [0.6226064455911846]
2023-12-14 06:57:34 {'hist': 180, 'kernel': 'rbf', 'C': 1000.0, 'epsilon': 0.1, 'gamma': 0.0001} [0.620694331582373]
2023-12-14 06:57:36 {'hist': 180, 'kernel': 'rbf', 'C': 1000.0, 'epsilon': 0.1, 'gamma': 0.000316227766016838} [0.6480237946504844]
2023-12-14 06:57:37 {'hist': 180, 'kernel': 'rbf', 'C': 1000.0, 'epsilon': 0.316227766016838, 'gamma': 3.1622776601683795e-05} [0.6210747535608203]
2023-12-14 06:57:37 {'hist': 180, 'kernel': 'rbf', 'C': 1000.0, 'epsilon': 0.316227766016838, 'gamma': 0.0001} [0.6163790752524133]
2023-12-14 06:57:38 {'hist': 180, 'kernel': 'rbf', 'C': 1000.0, 'epsilon': 0.316227766016838, 'gamma': 0.000316227766016838} [0.6222904929190387]
2023-12-14 06:57:42 {'hist': 180, 'kernel': 'rbf', 'C': 17782.79410038923, 'epsilon': 0.0316227766016838, 'gamma': 3.1622776601683795e-05} [0.6306557172529899]
2023-12-14 06:57:53 {'hist': 180, 'kernel': 'rbf', 'C': 17782.79410038923, 'epsilon': 0.0316227766016838, 'gamma': 0.0001} [0.680395103870367]
2023-12-14 06:58:27 {'hist': 180, 'kernel': 'rbf', 'C': 17782.79410038923, 'epsilon': 0.0316227766016838, 'gamma': 0.000316227766016838} [0.7210406166534704]
2023-12-14 06:58:31 {'hist': 180, 'kernel': 'rbf', 'C': 17782.79410038923, 'epsilon': 0.1, 'gamma': 3.1622776601683795e-05} [0.6272814329425915]
2023-12-14 06:58:41 {'hist': 180, 'kernel': 'rbf', 'C': 17782.79410038923, 'epsilon': 0.1, 'gamma': 0.0001} [0.6511589111381556]
2023-12-14 06:59:07 {'hist': 180, 'kernel': 'rbf', 'C': 17782.79410038923, 'epsilon': 0.1, 'gamma': 0.000316227766016838} [0.6841634825311986]
2023-12-14 06:59:09 {'hist': 180, 'kernel': 'rbf', 'C': 17782.79410038923, 'epsilon': 0.316227766016838, 'gamma': 3.1622776601683795e-05} [0.6153604695777923]
2023-12-14 06:59:13 {'hist': 180, 'kernel': 'rbf', 'C': 17782.79410038923, 'epsilon': 0.316227766016838, 'gamma': 0.0001} [0.6155832073221836]
2023-12-14 06:59:22 {'hist': 180, 'kernel': 'rbf', 'C': 17782.79410038923, 'epsilon': 0.316227766016838, 'gamma': 0.000316227766016838} [0.6509313723085859]
2023-12-14 06:59:34 ({'RMSE': 29.70059504016161, 'MAPE': 13.290482532740048, 'MASE': 0.5657428003877513, 'TG': 66.0, 'CG_EGA_AP': 0.9294199374782911, 'CG_EGA_BE': 0.05154567558179923, 'CG_EGA_EP': 0.01903438693990969, 'CG_EGA_AP_hypo': 0.26, 'CG_EGA_BE_hypo': 0.030000000000000006, 'CG_EGA_EP_hypo': 0.71, 'CG_EGA_AP_eu': 0.9513217866909753, 'CG_EGA_BE_eu': 0.045031905195989055, 'CG_EGA_EP_eu': 0.003646308113035552, 'CG_EGA_AP_hyper': 0.8772932330827068, 'CG_EGA_BE_hyper': 0.07368421052631578, 'CG_EGA_EP_hyper': 0.04902255639097745, 'P_EGA_A+B': 0.9840222299409517, 'P_EGA_A': 0.8037513025356026, 'P_EGA_B': 0.18027092740534906, 'P_EGA_C': 0.0, 'P_EGA_D': 0.01597777005904828, 'P_EGA_E': 0.0, 'R_EGA_A+B': 0.9449114275790205, 'R_EGA_A': 0.7315734630079889, 'R_EGA_B': 0.2133379645710316, 'R_EGA_uC': 0.020284821118443905, 'R_EGA_lC': 0.008753039249739494, 'R_EGA_uD': 0.0019451198332754427, 'R_EGA_lD': 0.021048975338659258, 'R_EGA_uE': 0.0009725599166377214, 'R_EGA_lE': 0.0020840569642236887}, {'RMSE': 0.15178882211933917, 'MAPE': 0.11462943180823701, 'MASE': 0.005398003115195598, 'TG': 2.0, 'CG_EGA_AP': 0.003239053345432391, 'CG_EGA_BE': 0.0031652061826730163, 'CG_EGA_EP': 0.00040506786348352156, 'CG_EGA_AP_hypo': 0.0374165738677394, 'CG_EGA_BE_hypo': 0.024494897427831782, 'CG_EGA_EP_hypo': 0.03741657386773941, 'CG_EGA_AP_eu': 0.0030966796265201523, 'CG_EGA_BE_eu': 0.0028449382924935693, 'CG_EGA_EP_eu': 0.0004076696403828241, 'CG_EGA_AP_hyper': 0.0027890581941340253, 'CG_EGA_BE_hyper': 0.004561128086647552, 'CG_EGA_EP_hyper': 0.0020397984911654926, 'P_EGA_A+B': 0.00021967889268278233, 'P_EGA_A': 0.003051876712259638, 'P_EGA_B': 0.003051876712259647, 'P_EGA_C': 0.0, 'P_EGA_D': 0.0002196788926827637, 'P_EGA_E': 0.0, 'R_EGA_A+B': 0.0032554010458798323, 'R_EGA_A': 0.0028507515843950505, 'R_EGA_B': 0.0032390533454323767, 'R_EGA_uC': 0.001273379838820657, 'R_EGA_lC': 0.0018168387399266441, 'R_EGA_uD': 0.00047115873449984485, 'R_EGA_lD': 0.00041681139284473873, 'R_EGA_uE': 0.0002599275711548413, 'R_EGA_lE': 0.0003804950034770171})
