2023-12-09 12:53:55 ohio 563 svr svr DEC_8_2023 test None 120 1
2023-12-09 12:54:03 {'hist': 180, 'kernel': 'rbf', 'C': 0.01, 'epsilon': 0.001, 'gamma': 1e-05} [1.3364757599910353]
2023-12-09 12:57:29 {'hist': 180, 'kernel': 'rbf', 'C': 0.1778279410038923, 'epsilon': 0.01, 'gamma': 3.1622776601683795e-05} [1.2586001070557904]
2023-12-09 12:57:33 {'hist': 180, 'kernel': 'rbf', 'C': 0.1778279410038923, 'epsilon': 0.0316227766016838, 'gamma': 3.1622776601683796e-06} [1.321528138912812]
2023-12-09 12:57:36 {'hist': 180, 'kernel': 'rbf', 'C': 0.1778279410038923, 'epsilon': 0.0316227766016838, 'gamma': 1e-05} [1.2966983046287568]
2023-12-09 12:57:40 {'hist': 180, 'kernel': 'rbf', 'C': 0.1778279410038923, 'epsilon': 0.0316227766016838, 'gamma': 3.1622776601683795e-05} [1.2598377822613467]
2023-12-09 12:57:43 {'hist': 180, 'kernel': 'rbf', 'C': 3.1622776601683795, 'epsilon': 0.0031622776601683794, 'gamma': 3.1622776601683796e-06} [1.2374800082459256]
2023-12-09 12:57:47 {'hist': 180, 'kernel': 'rbf', 'C': 3.1622776601683795, 'epsilon': 0.0031622776601683794, 'gamma': 1e-05} [1.204417767257683]
2023-12-09 12:57:50 {'hist': 180, 'kernel': 'rbf', 'C': 3.1622776601683795, 'epsilon': 0.0031622776601683794, 'gamma': 3.1622776601683795e-05} [1.1955970640203284]
2023-12-09 12:57:54 {'hist': 180, 'kernel': 'rbf', 'C': 3.1622776601683795, 'epsilon': 0.01, 'gamma': 3.1622776601683796e-06} [1.2379706167355191]
2023-12-09 12:57:57 {'hist': 180, 'kernel': 'rbf', 'C': 3.1622776601683795, 'epsilon': 0.01, 'gamma': 1e-05} [1.2043141314520314]
2023-12-09 12:58:00 {'hist': 180, 'kernel': 'rbf', 'C': 3.1622776601683795, 'epsilon': 0.01, 'gamma': 3.1622776601683795e-05} [1.195524058134306]
2023-12-09 12:58:04 {'hist': 180, 'kernel': 'rbf', 'C': 3.1622776601683795, 'epsilon': 0.0316227766016838, 'gamma': 3.1622776601683796e-06} [1.2382897483882862]
2023-12-09 12:58:07 {'hist': 180, 'kernel': 'rbf', 'C': 3.1622776601683795, 'epsilon': 0.0316227766016838, 'gamma': 1e-05} [1.203859672721203]
2023-12-09 12:58:11 {'hist': 180, 'kernel': 'rbf', 'C': 3.1622776601683795, 'epsilon': 0.0316227766016838, 'gamma': 3.1622776601683795e-05} [1.1952035952283353]
2023-12-09 12:58:14 {'hist': 180, 'kernel': 'rbf', 'C': 56.234132519034915, 'epsilon': 0.0031622776601683794, 'gamma': 3.1622776601683796e-06} [1.1750379703739837]
2023-12-09 12:58:18 {'hist': 180, 'kernel': 'rbf', 'C': 56.234132519034915, 'epsilon': 0.0031622776601683794, 'gamma': 1e-05} [1.1824019421550878]
2023-12-09 12:58:21 {'hist': 180, 'kernel': 'rbf', 'C': 56.234132519034915, 'epsilon': 0.0031622776601683794, 'gamma': 3.1622776601683795e-05} [1.2212799723958223]
2023-12-09 12:58:25 {'hist': 180, 'kernel': 'rbf', 'C': 56.234132519034915, 'epsilon': 0.01, 'gamma': 3.1622776601683796e-06} [1.1748765410056785]
2023-12-09 12:58:28 {'hist': 180, 'kernel': 'rbf', 'C': 56.234132519034915, 'epsilon': 0.01, 'gamma': 1e-05} [1.1826460149626452]
2023-12-09 12:58:32 {'hist': 180, 'kernel': 'rbf', 'C': 56.234132519034915, 'epsilon': 0.01, 'gamma': 3.1622776601683795e-05} [1.2211065626158824]
2023-12-09 12:58:35 {'hist': 180, 'kernel': 'rbf', 'C': 56.234132519034915, 'epsilon': 0.0316227766016838, 'gamma': 3.1622776601683796e-06} [1.1765075256096906]
2023-12-09 12:58:39 {'hist': 180, 'kernel': 'rbf', 'C': 56.234132519034915, 'epsilon': 0.0316227766016838, 'gamma': 1e-05} [1.1822255458774893]
2023-12-09 12:58:42 {'hist': 180, 'kernel': 'rbf', 'C': 56.234132519034915, 'epsilon': 0.0316227766016838, 'gamma': 3.1622776601683795e-05} [1.2206636518205827]
2023-12-09 12:58:58 ({'RMSE': 45.88778495877632, 'MAPE': 21.179304642022885, 'MASE': 0.8924092762659187, 'TG': 4.0, 'CG_EGA_AP': 0.8601714731098987, 'CG_EGA_BE': 0.07233047544816835, 'CG_EGA_EP': 0.06749805144193297, 'CG_EGA_AP_hypo': 0.0, 'CG_EGA_BE_hypo': 0.0, 'CG_EGA_EP_hypo': 1.0, 'CG_EGA_AP_eu': 0.9195876288659793, 'CG_EGA_BE_eu': 0.07190721649484537, 'CG_EGA_EP_eu': 0.008505154639175259, 'CG_EGA_AP_hyper': 0.783132530120482, 'CG_EGA_BE_hyper': 0.07429718875502009, 'CG_EGA_EP_hyper': 0.14257028112449802, 'P_EGA_A+B': 0.9420109119251754, 'P_EGA_A': 0.6016367887763054, 'P_EGA_B': 0.34037412314886983, 'P_EGA_C': 0.0, 'P_EGA_D': 0.05798908807482463, 'P_EGA_E': 0.0, 'R_EGA_A+B': 0.9094310210444272, 'R_EGA_A': 0.6650818394388153, 'R_EGA_B': 0.24434918160561186, 'R_EGA_uC': 0.011223694466095089, 'R_EGA_lC': 0.006936866718628215, 'R_EGA_uD': 0.027981293842556505, 'R_EGA_lD': 0.03351519875292284, 'R_EGA_uE': 0.007170693686671862, 'R_EGA_lE': 0.0037412314886983633}, {'RMSE': 0.8573995336905937, 'MAPE': 0.14161718900410594, 'MASE': 0.01823378579232606, 'TG': 3.7416573867739413, 'CG_EGA_AP': 0.004593971014276328, 'CG_EGA_BE': 0.0018044952303648064, 'CG_EGA_EP': 0.004762779771614086, 'CG_EGA_AP_hypo': 0.0, 'CG_EGA_BE_hypo': 0.0, 'CG_EGA_EP_hypo': 0.0, 'CG_EGA_AP_eu': 0.0032447624515500708, 'CG_EGA_BE_eu': 0.0009643446873128732, 'CG_EGA_EP_eu': 0.0028350515463917525, 'CG_EGA_AP_hyper': 0.010794923739530614, 'CG_EGA_BE_hyper': 0.0038099730845402176, 'CG_EGA_EP_hyper': 0.012459511692761901, 'P_EGA_A+B': 0.0052250431058750635, 'P_EGA_A': 0.01622136848022788, 'P_EGA_B': 0.011253424727228487, 'P_EGA_C': 0.0, 'P_EGA_D': 0.005225043105875098, 'P_EGA_E': 0.0, 'R_EGA_A+B': 0.003978877324427173, 'R_EGA_A': 0.006228562127515857, 'R_EGA_B': 0.0038736628650940523, 'R_EGA_uC': 0.002506303225380129, 'R_EGA_lC': 0.0013589708319690333, 'R_EGA_uD': 0.001242196215939925, 'R_EGA_lD': 0.0008174659767499244, 'R_EGA_uE': 0.0016825435031116835, 'R_EGA_lE': 0.0012224775636288483})
