model,experiment,ph,patient,metric,calculation,0
arx,DEC_8_2023,120,ohio_559,R_EGA_B,std,0.0051705712642034
arx,DEC_8_2023,120,ohio_559,R_EGA_lC,mean,0.0334132693844924
arx,DEC_8_2023,120,ohio_559,R_EGA_lC,std,0.0019350469123757
arx,DEC_8_2023,120,ohio_559,R_EGA_lD,mean,0.0254196642685851
arx,DEC_8_2023,120,ohio_559,R_EGA_lD,std,0.0005421526765088
arx,DEC_8_2023,120,ohio_559,R_EGA_lE,mean,0.0129496402877697
arx,DEC_8_2023,120,ohio_559,R_EGA_lE,std,0.0008229920176648
arx,DEC_8_2023,120,ohio_559,R_EGA_uC,mean,0.037410071942446
arx,DEC_8_2023,120,ohio_559,R_EGA_uC,std,0.0031328405982838
arx,DEC_8_2023,120,ohio_559,R_EGA_uD,mean,0.0183852917665867
arx,DEC_8_2023,120,ohio_559,R_EGA_uD,std,0.0007583399664672
arx,DEC_8_2023,120,ohio_559,R_EGA_uE,mean,0.0195043964828137
arx,DEC_8_2023,120,ohio_559,R_EGA_uE,std,0.0010236809332426
arx,DEC_8_2023,120,ohio_559,TG,mean,21.0
arx,DEC_8_2023,120,ohio_559,TG,std,2.0
arx,DEC_8_2023,120,ohio_563,CG_EGA_AP,mean,0.826344505066251
arx,DEC_8_2023,120,ohio_563,CG_EGA_AP,std,0.016339283917956
arx,DEC_8_2023,120,ohio_563,CG_EGA_AP_eu,mean,0.8796391752577319
arx,DEC_8_2023,120,ohio_563,CG_EGA_AP_eu,std,0.0126879011496367
arx,DEC_8_2023,120,ohio_563,CG_EGA_AP_hyper,mean,0.7582329317269076
arx,DEC_8_2023,120,ohio_563,CG_EGA_AP_hyper,std,0.0229074136648572
arx,DEC_8_2023,120,ohio_563,CG_EGA_AP_hypo,mean,0.0
arx,DEC_8_2023,120,ohio_563,CG_EGA_AP_hypo,std,0.0
arx,DEC_8_2023,120,ohio_563,CG_EGA_BE,mean,0.1080280592361652
arx,DEC_8_2023,120,ohio_563,CG_EGA_BE,std,0.0138254829297843
arx,DEC_8_2023,120,ohio_563,CG_EGA_BE_eu,mean,0.0980670103092783
arx,DEC_8_2023,120,ohio_563,CG_EGA_BE_eu,std,0.0118906364684765
arx,DEC_8_2023,120,ohio_563,CG_EGA_BE_hyper,mean,0.1255020080321285
arx,DEC_8_2023,120,ohio_563,CG_EGA_BE_hyper,std,0.0171213443753351
arx,DEC_8_2023,120,ohio_563,CG_EGA_BE_hypo,mean,0.0
arx,DEC_8_2023,120,ohio_563,CG_EGA_BE_hypo,std,0.0
arx,DEC_8_2023,120,ohio_563,CG_EGA_EP,mean,0.0656274356975837
arx,DEC_8_2023,120,ohio_563,CG_EGA_EP,std,0.0026385519687935
arx,DEC_8_2023,120,ohio_563,CG_EGA_EP_eu,mean,0.0222938144329896
arx,DEC_8_2023,120,ohio_563,CG_EGA_EP_eu,std,0.0022542339799659
arx,DEC_8_2023,120,ohio_563,CG_EGA_EP_hyper,mean,0.1162650602409638
arx,DEC_8_2023,120,ohio_563,CG_EGA_EP_hyper,std,0.0064257028112449
arx,DEC_8_2023,120,ohio_563,CG_EGA_EP_hypo,mean,1.0
arx,DEC_8_2023,120,ohio_563,CG_EGA_EP_hypo,std,0.0
arx,DEC_8_2023,120,ohio_563,MAPE,mean,21.0603241267084
arx,DEC_8_2023,120,ohio_563,MAPE,std,0.1614480902657589
arx,DEC_8_2023,120,ohio_563,MASE,mean,0.8335856443022399
arx,DEC_8_2023,120,ohio_563,MASE,std,0.0040561193126441
arx,DEC_8_2023,120,ohio_563,P_EGA_A,mean,0.6377240841777085
arx,DEC_8_2023,120,ohio_563,P_EGA_A,std,0.0022803957659123
arx,DEC_8_2023,120,ohio_563,P_EGA_A+B,mean,0.9593920498830866
arx,DEC_8_2023,120,ohio_563,P_EGA_A+B,std,0.0020235003874898
arx,DEC_8_2023,120,ohio_563,P_EGA_B,mean,0.3216679657053781
arx,DEC_8_2023,120,ohio_563,P_EGA_B,std,0.0023718042174127
arx,DEC_8_2023,120,ohio_563,P_EGA_C,mean,0.0005455962587685
arx,DEC_8_2023,120,ohio_563,P_EGA_C,std,0.0007636756797453
arx,DEC_8_2023,120,ohio_563,P_EGA_D,mean,0.039360872954014
arx,DEC_8_2023,120,ohio_563,P_EGA_D,std,0.0027885493094307
arx,DEC_8_2023,120,ohio_563,P_EGA_E,mean,0.0007014809041309
arx,DEC_8_2023,120,ohio_563,P_EGA_E,std,0.0001558846453624
arx,DEC_8_2023,120,ohio_563,RMSE,mean,43.03980193465774
arx,DEC_8_2023,120,ohio_563,RMSE,std,0.2023461582978129
arx,DEC_8_2023,120,ohio_563,R_EGA_A,mean,0.5904910366328917
arx,DEC_8_2023,120,ohio_563,R_EGA_A,std,0.0142346668014569
arx,DEC_8_2023,120,ohio_563,R_EGA_A+B,mean,0.8586126266562744
arx,DEC_8_2023,120,ohio_563,R_EGA_A+B,std,0.0152165293649251
arx,DEC_8_2023,120,ohio_563,R_EGA_B,mean,0.2681215900233827
arx,DEC_8_2023,120,ohio_563,R_EGA_B,std,0.0053943745823845
arx,DEC_8_2023,120,ohio_563,R_EGA_lC,mean,0.0268121590023382
arx,DEC_8_2023,120,ohio_563,R_EGA_lC,std,0.006144109797355
arx,DEC_8_2023,120,ohio_563,R_EGA_lD,mean,0.0265003897116134
arx,DEC_8_2023,120,ohio_563,R_EGA_lD,std,0.0005511354490931
arx,DEC_8_2023,120,ohio_563,R_EGA_lE,mean,0.0123148869836321
arx,DEC_8_2023,120,ohio_563,R_EGA_lE,std,0.0016460414717024
arx,DEC_8_2023,120,ohio_563,R_EGA_uC,mean,0.0371784879189399
arx,DEC_8_2023,120,ohio_563,R_EGA_uC,std,0.0075872757746768
arx,DEC_8_2023,120,ohio_563,R_EGA_uD,mean,0.0235385814497272
arx,DEC_8_2023,120,ohio_563,R_EGA_uD,std,0.0007228073651984
arx,DEC_8_2023,120,ohio_563,R_EGA_uE,mean,0.0150428682774746
arx,DEC_8_2023,120,ohio_563,R_EGA_uE,std,0.0006332064228087
arx,DEC_8_2023,120,ohio_563,TG,mean,5.0
arx,DEC_8_2023,120,ohio_563,TG,std,0.0
arx,DEC_8_2023,120,ohio_570,CG_EGA_AP,mean,0.8652285191956125
arx,DEC_8_2023,120,ohio_570,CG_EGA_AP,std,0.0116351023638457
arx,DEC_8_2023,120,ohio_570,CG_EGA_AP_eu,mean,0.8983264681794093
arx,DEC_8_2023,120,ohio_570,CG_EGA_AP_eu,std,0.0164913897798509
arx,DEC_8_2023,120,ohio_570,CG_EGA_AP_hyper,mean,0.8559162303664923
arx,DEC_8_2023,120,ohio_570,CG_EGA_AP_hyper,std,0.0100621679862075
arx,DEC_8_2023,120,ohio_570,CG_EGA_AP_hypo,mean,0.0
arx,DEC_8_2023,120,ohio_570,CG_EGA_AP_hypo,std,0.0
arx,DEC_8_2023,120,ohio_570,CG_EGA_BE,mean,0.1026691042047532
arx,DEC_8_2023,120,ohio_570,CG_EGA_BE,std,0.008038555661374
arx,DEC_8_2023,120,ohio_570,CG_EGA_BE_eu,mean,0.0874289396348219
arx,DEC_8_2023,120,ohio_570,CG_EGA_BE_eu,std,0.0111001185529578
arx,DEC_8_2023,120,ohio_570,CG_EGA_BE_hyper,mean,0.1097382198952879
arx,DEC_8_2023,120,ohio_570,CG_EGA_BE_hyper,std,0.0072137401673926
arx,DEC_8_2023,120,ohio_570,CG_EGA_BE_hypo,mean,0.0
arx,DEC_8_2023,120,ohio_570,CG_EGA_BE_hypo,std,0.0
arx,DEC_8_2023,120,ohio_570,CG_EGA_EP,mean,0.0321023765996343
arx,DEC_8_2023,120,ohio_570,CG_EGA_EP,std,0.0036003023400632
arx,DEC_8_2023,120,ohio_570,CG_EGA_EP_eu,mean,0.0142445921857686
arx,DEC_8_2023,120,ohio_570,CG_EGA_EP_eu,std,0.0054187603604805
arx,DEC_8_2023,120,ohio_570,CG_EGA_EP_hyper,mean,0.0343455497382198
arx,DEC_8_2023,120,ohio_570,CG_EGA_EP_hyper,std,0.0028600000594235
arx,DEC_8_2023,120,ohio_570,CG_EGA_EP_hypo,mean,1.0
arx,DEC_8_2023,120,ohio_570,CG_EGA_EP_hypo,std,0.0
arx,DEC_8_2023,120,ohio_570,MAPE,mean,19.64838247672696
arx,DEC_8_2023,120,ohio_570,MAPE,std,0.322398368382337
arx,DEC_8_2023,120,ohio_570,MASE,mean,0.9580539929340546
arx,DEC_8_2023,120,ohio_570,MASE,std,0.0114514713801982
arx,DEC_8_2023,120,ohio_570,P_EGA_A,mean,0.6906032906764168
arx,DEC_8_2023,120,ohio_570,P_EGA_A,std,0.0044744595366079
arx,DEC_8_2023,120,ohio_570,P_EGA_A+B,mean,0.9874223034734918
arx,DEC_8_2023,120,ohio_570,P_EGA_A+B,std,0.0029487159274085
arx,DEC_8_2023,120,ohio_570,P_EGA_B,mean,0.296819012797075
arx,DEC_8_2023,120,ohio_570,P_EGA_B,std,0.001940255818855
arx,DEC_8_2023,120,ohio_570,P_EGA_C,mean,0.0010968921389396
arx,DEC_8_2023,120,ohio_570,P_EGA_C,std,0.0008956086810907
arx,DEC_8_2023,120,ohio_570,P_EGA_D,mean,0.0114808043875685
arx,DEC_8_2023,120,ohio_570,P_EGA_D,std,0.0021016611134478
arx,DEC_8_2023,120,ohio_570,P_EGA_E,mean,0.0
arx,DEC_8_2023,120,ohio_570,P_EGA_E,std,0.0
arx,DEC_8_2023,120,ohio_570,RMSE,mean,46.55163489104078
arx,DEC_8_2023,120,ohio_570,RMSE,std,0.7264789341427167
arx,DEC_8_2023,120,ohio_570,R_EGA_A,mean,0.6423400365630713
arx,DEC_8_2023,120,ohio_570,R_EGA_A,std,0.0132586388289982
arx,DEC_8_2023,120,ohio_570,R_EGA_A+B,mean,0.8748080438756854
arx,DEC_8_2023,120,ohio_570,R_EGA_A+B,std,0.0105174613606511
arx,DEC_8_2023,120,ohio_570,R_EGA_B,mean,0.2324680073126142
arx,DEC_8_2023,120,ohio_570,R_EGA_B,std,0.0063850471525976
arx,DEC_8_2023,120,ohio_570,R_EGA_lC,mean,0.0329798903107861
arx,DEC_8_2023,120,ohio_570,R_EGA_lC,std,0.0049993900212467
arx,DEC_8_2023,120,ohio_570,R_EGA_lD,mean,0.019890310786106
arx,DEC_8_2023,120,ohio_570,R_EGA_lD,std,0.0006781439484823
arx,DEC_8_2023,120,ohio_570,R_EGA_lE,mean,0.0070932358318098
arx,DEC_8_2023,120,ohio_570,R_EGA_lE,std,0.0006374989314136
arx,DEC_8_2023,120,ohio_570,R_EGA_uC,mean,0.0395612431444241
arx,DEC_8_2023,120,ohio_570,R_EGA_uC,std,0.0050100747738093
arx,DEC_8_2023,120,ohio_570,R_EGA_uD,mean,0.0125045703839122
arx,DEC_8_2023,120,ohio_570,R_EGA_uD,std,0.0007089842570261
arx,DEC_8_2023,120,ohio_570,R_EGA_uE,mean,0.013162705667276
arx,DEC_8_2023,120,ohio_570,R_EGA_uE,std,0.0006118172040468
arx,DEC_8_2023,120,ohio_570,TG,mean,4.0
arx,DEC_8_2023,120,ohio_570,TG,std,2.0
arx,DEC_8_2023,120,ohio_575,CG_EGA_AP,mean,0.7516091508336564
arx,DEC_8_2023,120,ohio_575,CG_EGA_AP,std,0.0041516118850171
arx,DEC_8_2023,120,ohio_575,CG_EGA_AP_eu,mean,0.8611822059719684
arx,DEC_8_2023,120,ohio_575,CG_EGA_AP_eu,std,0.0018240864774035
arx,DEC_8_2023,120,ohio_575,CG_EGA_AP_hyper,mean,0.6548185231539424
arx,DEC_8_2023,120,ohio_575,CG_EGA_AP_hyper,std,0.011724694296501
arx,DEC_8_2023,120,ohio_575,CG_EGA_AP_hypo,mean,0.014388489208633
arx,DEC_8_2023,120,ohio_575,CG_EGA_AP_hypo,std,0.0045500397988034
arx,DEC_8_2023,120,ohio_575,CG_EGA_BE,mean,0.1088794106242729
arx,DEC_8_2023,120,ohio_575,CG_EGA_BE,std,0.0005698696571034
arx,DEC_8_2023,120,ohio_575,CG_EGA_BE_eu,mean,0.1084704448507007
arx,DEC_8_2023,120,ohio_575,CG_EGA_BE_eu,std,0.0017235997103876
arx,DEC_8_2023,120,ohio_575,CG_EGA_BE_hyper,mean,0.1274092615769712
arx,DEC_8_2023,120,ohio_575,CG_EGA_BE_hyper,std,0.0027873663894017
arx,DEC_8_2023,120,ohio_575,CG_EGA_BE_hypo,mean,0.0071942446043165
arx,DEC_8_2023,120,ohio_575,CG_EGA_BE_hypo,std,0.0045500397988034
arx,DEC_8_2023,120,ohio_575,CG_EGA_EP,mean,0.1395114385420705
arx,DEC_8_2023,120,ohio_575,CG_EGA_EP,std,0.0038022956718514
arx,DEC_8_2023,120,ohio_575,CG_EGA_EP_eu,mean,0.0303473491773308
arx,DEC_8_2023,120,ohio_575,CG_EGA_EP_eu,std,0.000975015234613
arx,DEC_8_2023,120,ohio_575,CG_EGA_EP_hyper,mean,0.2177722152690863
arx,DEC_8_2023,120,ohio_575,CG_EGA_EP_hyper,std,0.0139817171902567
arx,DEC_8_2023,120,ohio_575,CG_EGA_EP_hypo,mean,0.9784172661870504
arx,DEC_8_2023,120,ohio_575,CG_EGA_EP_hypo,std,0.0045500397988034
arx,DEC_8_2023,120,ohio_575,MAPE,mean,31.53645474314577
arx,DEC_8_2023,120,ohio_575,MAPE,std,0.5289110725107351
arx,DEC_8_2023,120,ohio_575,MASE,mean,0.9913188067625806
arx,DEC_8_2023,120,ohio_575,MASE,std,0.0055121082439489
arx,DEC_8_2023,120,ohio_575,P_EGA_A,mean,0.4376114773167894
arx,DEC_8_2023,120,ohio_575,P_EGA_A,std,0.0040637681292202
arx,DEC_8_2023,120,ohio_575,P_EGA_A+B,mean,0.8929042264443583
arx,DEC_8_2023,120,ohio_575,P_EGA_A+B,std,0.004113776567623
arx,DEC_8_2023,120,ohio_575,P_EGA_B,mean,0.4552927491275688
arx,DEC_8_2023,120,ohio_575,P_EGA_B,std,0.0036735848878874
arx,DEC_8_2023,120,ohio_575,P_EGA_C,mean,0.0003101977510663
arx,DEC_8_2023,120,ohio_575,P_EGA_C,std,0.0001550988755331
arx,DEC_8_2023,120,ohio_575,P_EGA_D,mean,0.1037611477316789
arx,DEC_8_2023,120,ohio_575,P_EGA_D,std,0.0044589240826568
arx,DEC_8_2023,120,ohio_575,P_EGA_E,mean,0.0030244280728964
arx,DEC_8_2023,120,ohio_575,P_EGA_E,std,0.0002901634266594
arx,DEC_8_2023,120,ohio_575,RMSE,mean,53.217752336489546
arx,DEC_8_2023,120,ohio_575,RMSE,std,0.451979493765958
arx,DEC_8_2023,120,ohio_575,R_EGA_A,mean,0.6409461031407523
arx,DEC_8_2023,120,ohio_575,R_EGA_A,std,0.0055598133629887
arx,DEC_8_2023,120,ohio_575,R_EGA_A+B,mean,0.84280728964715
arx,DEC_8_2023,120,ohio_575,R_EGA_A+B,std,0.0018772731193346
arx,DEC_8_2023,120,ohio_575,R_EGA_B,mean,0.2018611865063978
arx,DEC_8_2023,120,ohio_575,R_EGA_B,std,0.0049813065072514
arx,DEC_8_2023,120,ohio_575,R_EGA_lC,mean,0.0225668863900736
arx,DEC_8_2023,120,ohio_575,R_EGA_lC,std,0.0013296958665748
arx,DEC_8_2023,120,ohio_575,R_EGA_lD,mean,0.0339666537417603
arx,DEC_8_2023,120,ohio_575,R_EGA_lD,std,0.0003954260964399
arx,DEC_8_2023,120,ohio_575,R_EGA_lE,mean,0.0154323381155486
arx,DEC_8_2023,120,ohio_575,R_EGA_lE,std,0.0007518696948299
arx,DEC_8_2023,120,ohio_575,R_EGA_uC,mean,0.0302442807289647
arx,DEC_8_2023,120,ohio_575,R_EGA_uC,std,0.0010689452308716
arx,DEC_8_2023,120,ohio_575,R_EGA_uD,mean,0.0338115548662272
arx,DEC_8_2023,120,ohio_575,R_EGA_uD,std,0.0005144047755494
arx,DEC_8_2023,120,ohio_575,R_EGA_uE,mean,0.0211709965102753
arx,DEC_8_2023,120,ohio_575,R_EGA_uE,std,0.0005803268533189
arx,DEC_8_2023,120,ohio_575,TG,mean,10.0
arx,DEC_8_2023,120,ohio_575,TG,std,0.0
arx,DEC_8_2023,120,ohio_588,CG_EGA_AP,mean,0.8420373027259684
arx,DEC_8_2023,120,ohio_588,CG_EGA_AP,std,0.0050501336891816
arx,DEC_8_2023,120,ohio_588,CG_EGA_AP_eu,mean,0.8782321899736146
arx,DEC_8_2023,120,ohio_588,CG_EGA_AP_eu,std,0.0016997491723911
arx,DEC_8_2023,120,ohio_588,CG_EGA_AP_hyper,mean,0.8014195583596215
arx,DEC_8_2023,120,ohio_588,CG_EGA_AP_hyper,std,0.0107602888964104
arx,DEC_8_2023,120,ohio_588,CG_EGA_AP_hypo,mean,0.0
arx,DEC_8_2023,120,ohio_588,CG_EGA_AP_hypo,std,0.0
arx,DEC_8_2023,120,ohio_588,CG_EGA_BE,mean,0.1028694404591104
arx,DEC_8_2023,120,ohio_588,CG_EGA_BE,std,0.0014771348839292
arx,DEC_8_2023,120,ohio_588,CG_EGA_BE_eu,mean,0.0967018469656992
arx,DEC_8_2023,120,ohio_588,CG_EGA_BE_eu,std,0.0014208878119088
arx,DEC_8_2023,120,ohio_588,CG_EGA_BE_hyper,mean,0.1105678233438485
arx,DEC_8_2023,120,ohio_588,CG_EGA_BE_hyper,std,0.0017563925434795
arx,DEC_8_2023,120,ohio_588,CG_EGA_BE_hypo,mean,0.0
arx,DEC_8_2023,120,ohio_588,CG_EGA_BE_hypo,std,0.0
arx,DEC_8_2023,120,ohio_588,CG_EGA_EP,mean,0.055093256814921
arx,DEC_8_2023,120,ohio_588,CG_EGA_EP,std,0.0047562652666429
arx,DEC_8_2023,120,ohio_588,CG_EGA_EP_eu,mean,0.025065963060686
arx,DEC_8_2023,120,ohio_588,CG_EGA_EP_eu,std,0.0012515610792223
arx,DEC_8_2023,120,ohio_588,CG_EGA_EP_hyper,mean,0.0880126182965299
arx,DEC_8_2023,120,ohio_588,CG_EGA_EP_hyper,std,0.0106230020444686
arx,DEC_8_2023,120,ohio_588,CG_EGA_EP_hypo,mean,1.0
arx,DEC_8_2023,120,ohio_588,CG_EGA_EP_hypo,std,0.0
arx,DEC_8_2023,120,ohio_588,MAPE,mean,20.94713329427006
arx,DEC_8_2023,120,ohio_588,MAPE,std,0.2053236051776125
arx,DEC_8_2023,120,ohio_588,MASE,mean,0.8269335556654379
arx,DEC_8_2023,120,ohio_588,MASE,std,0.0024724732382933
arx,DEC_8_2023,120,ohio_588,P_EGA_A,mean,0.6357962697274032
arx,DEC_8_2023,120,ohio_588,P_EGA_A,std,0.0017948344337441
arx,DEC_8_2023,120,ohio_588,P_EGA_A+B,mean,0.9691535150645624
arx,DEC_8_2023,120,ohio_588,P_EGA_A+B,std,0.0037550221888959
arx,DEC_8_2023,120,ohio_588,P_EGA_B,mean,0.3333572453371592
arx,DEC_8_2023,120,ohio_588,P_EGA_B,std,0.0052695459604611
arx,DEC_8_2023,120,ohio_588,P_EGA_C,mean,0.0013629842180774
arx,DEC_8_2023,120,ohio_588,P_EGA_C,std,0.0004182892320548
arx,DEC_8_2023,120,ohio_588,P_EGA_D,mean,0.0294835007173601
arx,DEC_8_2023,120,ohio_588,P_EGA_D,std,0.0041544999241234
arx,DEC_8_2023,120,ohio_588,P_EGA_E,mean,0.0
arx,DEC_8_2023,120,ohio_588,P_EGA_E,std,0.0
arx,DEC_8_2023,120,ohio_588,RMSE,mean,45.47084014208478
arx,DEC_8_2023,120,ohio_588,RMSE,std,0.1497068331871675
arx,DEC_8_2023,120,ohio_588,R_EGA_A,mean,0.6346484935437589
arx,DEC_8_2023,120,ohio_588,R_EGA_A,std,0.0058216767762621
arx,DEC_8_2023,120,ohio_588,R_EGA_A+B,mean,0.8679340028694404
arx,DEC_8_2023,120,ohio_588,R_EGA_A+B,std,0.003360125804485
arx,DEC_8_2023,120,ohio_588,R_EGA_B,mean,0.2332855093256815
arx,DEC_8_2023,120,ohio_588,R_EGA_B,std,0.0037178360171735
arx,DEC_8_2023,120,ohio_588,R_EGA_lC,mean,0.0166427546628407
arx,DEC_8_2023,120,ohio_588,R_EGA_lC,std,0.0017365449694275
arx,DEC_8_2023,120,ohio_588,R_EGA_lD,mean,0.0411047345767575
arx,DEC_8_2023,120,ohio_588,R_EGA_lD,std,0.0008052347317304
arx,DEC_8_2023,120,ohio_588,R_EGA_lE,mean,0.0140602582496413
arx,DEC_8_2023,120,ohio_588,R_EGA_lE,std,0.000617096504092
arx,DEC_8_2023,120,ohio_588,R_EGA_uC,mean,0.0289813486370157
arx,DEC_8_2023,120,ohio_588,R_EGA_uC,std,0.0016104694634608
arx,DEC_8_2023,120,ohio_588,R_EGA_uD,mean,0.0194404591104734
arx,DEC_8_2023,120,ohio_588,R_EGA_uD,std,0.0009730746030308
arx,DEC_8_2023,120,ohio_588,R_EGA_uE,mean,0.0118364418938307
arx,DEC_8_2023,120,ohio_588,R_EGA_uE,std,0.0009888126794899
arx,DEC_8_2023,120,ohio_588,TG,mean,5.0
arx,DEC_8_2023,120,ohio_588,TG,std,0.0
arx,DEC_8_2023,120,ohio_591,CG_EGA_AP,mean,0.77502722323049
arx,DEC_8_2023,120,ohio_591,CG_EGA_AP,std,0.0136169862361592
arx,DEC_8_2023,120,ohio_591,CG_EGA_AP_eu,mean,0.8326684636118598
arx,DEC_8_2023,120,ohio_591,CG_EGA_AP_eu,std,0.0177213419396695
arx,DEC_8_2023,120,ohio_591,CG_EGA_AP_hyper,mean,0.7778364116094987
arx,DEC_8_2023,120,ohio_591,CG_EGA_AP_hyper,std,0.0067579147624621
arx,DEC_8_2023,120,ohio_591,CG_EGA_AP_hypo,mean,0.0070422535211267
arx,DEC_8_2023,120,ohio_591,CG_EGA_AP_hypo,std,0.0
arx,DEC_8_2023,120,ohio_591,CG_EGA_BE,mean,0.1162976406533575
arx,DEC_8_2023,120,ohio_591,CG_EGA_BE,std,0.0086403634518522
arx,DEC_8_2023,120,ohio_591,CG_EGA_BE_eu,mean,0.1262533692722372
arx,DEC_8_2023,120,ohio_591,CG_EGA_BE_eu,std,0.0110972677853852
arx,DEC_8_2023,120,ohio_591,CG_EGA_BE_hyper,mean,0.1137203166226912
arx,DEC_8_2023,120,ohio_591,CG_EGA_BE_hyper,std,0.0059819440890525
arx,DEC_8_2023,120,ohio_591,CG_EGA_BE_hypo,mean,0.0
arx,DEC_8_2023,120,ohio_591,CG_EGA_BE_hypo,std,0.0
arx,DEC_8_2023,120,ohio_591,CG_EGA_EP,mean,0.1086751361161524
arx,DEC_8_2023,120,ohio_591,CG_EGA_EP,std,0.005237939457727
arx,DEC_8_2023,120,ohio_591,CG_EGA_EP_eu,mean,0.0410781671159029
arx,DEC_8_2023,120,ohio_591,CG_EGA_EP_eu,std,0.0069656605089867
arx,DEC_8_2023,120,ohio_591,CG_EGA_EP_hyper,mean,0.10844327176781
arx,DEC_8_2023,120,ohio_591,CG_EGA_EP_hyper,std,0.00523731747791
arx,DEC_8_2023,120,ohio_591,CG_EGA_EP_hypo,mean,0.9929577464788732
arx,DEC_8_2023,120,ohio_591,CG_EGA_EP_hypo,std,0.0
arx,DEC_8_2023,120,ohio_591,MAPE,mean,33.52841133214729
arx,DEC_8_2023,120,ohio_591,MAPE,std,0.377587325236689
arx,DEC_8_2023,120,ohio_591,MASE,mean,0.923583870458718
arx,DEC_8_2023,120,ohio_591,MASE,std,0.0044407628675821
arx,DEC_8_2023,120,ohio_591,P_EGA_A,mean,0.500617059891107
arx,DEC_8_2023,120,ohio_591,P_EGA_A,std,0.0047181348266488
arx,DEC_8_2023,120,ohio_591,P_EGA_A+B,mean,0.9264609800362976
arx,DEC_8_2023,120,ohio_591,P_EGA_A+B,std,0.0013888295077828
arx,DEC_8_2023,120,ohio_591,P_EGA_B,mean,0.4258439201451905
arx,DEC_8_2023,120,ohio_591,P_EGA_B,std,0.0054296223452094
arx,DEC_8_2023,120,ohio_591,P_EGA_C,mean,0.0016696914700544
arx,DEC_8_2023,120,ohio_591,P_EGA_C,std,0.0007474141663148
arx,DEC_8_2023,120,ohio_591,P_EGA_D,mean,0.0696914700544464
arx,DEC_8_2023,120,ohio_591,P_EGA_D,std,0.0016232798384753
arx,DEC_8_2023,120,ohio_591,P_EGA_E,mean,0.0021778584392014
arx,DEC_8_2023,120,ohio_591,P_EGA_E,std,0.0
arx,DEC_8_2023,120,ohio_591,RMSE,mean,47.012661375185054
arx,DEC_8_2023,120,ohio_591,RMSE,std,0.1157912309073817
arx,DEC_8_2023,120,ohio_591,R_EGA_A,mean,0.5780036297640654
arx,DEC_8_2023,120,ohio_591,R_EGA_A,std,0.0237116681692276
arx,DEC_8_2023,120,ohio_591,R_EGA_A+B,mean,0.8390562613430127
arx,DEC_8_2023,120,ohio_591,R_EGA_A+B,std,0.0147827238517308
arx,DEC_8_2023,120,ohio_591,R_EGA_B,mean,0.2610526315789473
arx,DEC_8_2023,120,ohio_591,R_EGA_B,std,0.0092978657838608
arx,DEC_8_2023,120,ohio_591,R_EGA_lC,mean,0.0246823956442831
arx,DEC_8_2023,120,ohio_591,R_EGA_lC,std,0.0068563159074367
arx,DEC_8_2023,120,ohio_591,R_EGA_lD,mean,0.0388384754990925
arx,DEC_8_2023,120,ohio_591,R_EGA_lD,std,0.0017331885860346
arx,DEC_8_2023,120,ohio_591,R_EGA_lE,mean,0.017059891107078
arx,DEC_8_2023,120,ohio_591,R_EGA_lE,std,0.0026073735021514
arx,DEC_8_2023,120,ohio_591,R_EGA_uC,mean,0.0296914700544464
arx,DEC_8_2023,120,ohio_591,R_EGA_uC,std,0.0064007469895193
arx,DEC_8_2023,120,ohio_591,R_EGA_uD,mean,0.0301996370235934
arx,DEC_8_2023,120,ohio_591,R_EGA_uD,std,0.0023901383133436
arx,DEC_8_2023,120,ohio_591,R_EGA_uE,mean,0.0204718693284936
arx,DEC_8_2023,120,ohio_591,R_EGA_uE,std,0.0028172207494638
arx,DEC_8_2023,120,ohio_591,TG,mean,6.0
arx,DEC_8_2023,120,ohio_591,TG,std,2.0
arx,NOV_3_2023,30,ohio_559,CG_EGA_AP,mean,0.8449240607513989
arx,NOV_3_2023,30,ohio_559,CG_EGA_AP,std,0.0032958478222363
arx,NOV_3_2023,30,ohio_559,CG_EGA_AP_eu,mean,0.8914051841746249
arx,NOV_3_2023,30,ohio_559,CG_EGA_AP_eu,std,0.0030322115649239
arx,NOV_3_2023,30,ohio_559,CG_EGA_AP_hyper,mean,0.7925233644859814
arx,NOV_3_2023,30,ohio_559,CG_EGA_AP_hyper,std,0.007864629793878
arx,NOV_3_2023,30,ohio_559,CG_EGA_AP_hypo,mean,0.6027397260273972
arx,NOV_3_2023,30,ohio_559,CG_EGA_AP_hypo,std,0.0519826464685213
arx,NOV_3_2023,30,ohio_559,CG_EGA_BE,mean,0.1071942446043165
arx,NOV_3_2023,30,ohio_559,CG_EGA_BE,std,0.0035784219481373
arx,NOV_3_2023,30,ohio_559,CG_EGA_BE_eu,mean,0.0765347885402455
arx,NOV_3_2023,30,ohio_559,CG_EGA_BE_eu,std,0.0041916211448123
arx,NOV_3_2023,30,ohio_559,CG_EGA_BE_hyper,mean,0.1599169262720664
arx,NOV_3_2023,30,ohio_559,CG_EGA_BE_hyper,std,0.0064682913820965
arx,NOV_3_2023,30,ohio_559,CG_EGA_BE_hypo,mean,0.0273972602739726
arx,NOV_3_2023,30,ohio_559,CG_EGA_BE_hypo,std,0.0
arx,NOV_3_2023,30,ohio_559,CG_EGA_EP,mean,0.0478816946442845
arx,NOV_3_2023,30,ohio_559,CG_EGA_EP,std,0.002238209432454
arx,NOV_3_2023,30,ohio_559,CG_EGA_EP_eu,mean,0.0320600272851296
