model,experiment,ph,patient,metric,calculation,0
ffnn,DEC_8_2023,120,ohio_559,MAPE,std,0.4950073599661019
ffnn,DEC_8_2023,120,ohio_559,MASE,mean,0.8551391124725342
ffnn,DEC_8_2023,120,ohio_559,MASE,std,0.0082737379295658
ffnn,DEC_8_2023,120,ohio_559,P_EGA_A,mean,0.5293365307753797
ffnn,DEC_8_2023,120,ohio_559,P_EGA_A,std,0.0073853297921349
ffnn,DEC_8_2023,120,ohio_559,P_EGA_A+B,mean,0.95259792166267
ffnn,DEC_8_2023,120,ohio_559,P_EGA_A+B,std,0.0013518412889918
ffnn,DEC_8_2023,120,ohio_559,P_EGA_B,mean,0.4232613908872902
ffnn,DEC_8_2023,120,ohio_559,P_EGA_B,std,0.0068437585269397
ffnn,DEC_8_2023,120,ohio_559,P_EGA_C,mean,0.0049560351718625
ffnn,DEC_8_2023,120,ohio_559,P_EGA_C,std,0.0004075954846996
ffnn,DEC_8_2023,120,ohio_559,P_EGA_D,mean,0.0424460431654676
ffnn,DEC_8_2023,120,ohio_559,P_EGA_D,std,0.0009919803074333
ffnn,DEC_8_2023,120,ohio_559,P_EGA_E,mean,0.0
ffnn,DEC_8_2023,120,ohio_559,P_EGA_E,std,0.0
ffnn,DEC_8_2023,120,ohio_559,RMSE,mean,53.156132507324216
ffnn,DEC_8_2023,120,ohio_559,RMSE,std,0.6942169875392946
ffnn,DEC_8_2023,120,ohio_559,R_EGA_A,mean,0.5649080735411671
ffnn,DEC_8_2023,120,ohio_559,R_EGA_A,std,0.0267273451963598
ffnn,DEC_8_2023,120,ohio_559,R_EGA_A+B,mean,0.7996802557953637
ffnn,DEC_8_2023,120,ohio_559,R_EGA_A+B,std,0.0271128191377118
ffnn,DEC_8_2023,120,ohio_559,R_EGA_B,mean,0.2347721822541966
ffnn,DEC_8_2023,120,ohio_559,R_EGA_B,std,0.0095576244141551
ffnn,DEC_8_2023,120,ohio_559,R_EGA_lC,mean,0.058273381294964
ffnn,DEC_8_2023,120,ohio_559,R_EGA_lC,std,0.0104021345743677
ffnn,DEC_8_2023,120,ohio_559,R_EGA_lD,mean,0.023181454836131
ffnn,DEC_8_2023,120,ohio_559,R_EGA_lD,std,0.0027690660392787
ffnn,DEC_8_2023,120,ohio_559,R_EGA_lE,mean,0.0142286171063149
ffnn,DEC_8_2023,120,ohio_559,R_EGA_lE,std,0.0042719070234651
ffnn,DEC_8_2023,120,ohio_559,R_EGA_uC,mean,0.0712230215827338
ffnn,DEC_8_2023,120,ohio_559,R_EGA_uC,std,0.0131601059167109
ffnn,DEC_8_2023,120,ohio_559,R_EGA_uD,mean,0.0153477218225419
ffnn,DEC_8_2023,120,ohio_559,R_EGA_uD,std,0.0027528657646239
ffnn,DEC_8_2023,120,ohio_559,R_EGA_uE,mean,0.0180655475619504
ffnn,DEC_8_2023,120,ohio_559,R_EGA_uE,std,0.0032114003879457
ffnn,DEC_8_2023,120,ohio_559,TG,mean,67.0
ffnn,DEC_8_2023,120,ohio_559,TG,std,10.295630140987
ffnn,DEC_8_2023,120,ohio_563,CG_EGA_AP,mean,0.6670303975058458
ffnn,DEC_8_2023,120,ohio_563,CG_EGA_AP,std,0.0721097500261127
ffnn,DEC_8_2023,120,ohio_563,CG_EGA_AP_eu,mean,0.7048614607902897
ffnn,DEC_8_2023,120,ohio_563,CG_EGA_AP_eu,std,0.081705014120395
ffnn,DEC_8_2023,120,ohio_563,CG_EGA_AP_hyper,mean,0.6188755020080322
ffnn,DEC_8_2023,120,ohio_563,CG_EGA_AP_hyper,std,0.0625739671339547
ffnn,DEC_8_2023,120,ohio_563,CG_EGA_AP_hypo,mean,0.0142857142857142
ffnn,DEC_8_2023,120,ohio_563,CG_EGA_AP_hypo,std,0.0285714285714285
ffnn,DEC_8_2023,120,ohio_563,CG_EGA_BE,mean,0.2456742010911924
ffnn,DEC_8_2023,120,ohio_563,CG_EGA_BE,std,0.0708454983065008
ffnn,DEC_8_2023,120,ohio_563,CG_EGA_BE_eu,mean,0.2472517425065592
ffnn,DEC_8_2023,120,ohio_563,CG_EGA_BE_eu,std,0.0730580750304783
ffnn,DEC_8_2023,120,ohio_563,CG_EGA_BE_hyper,mean,0.2469879518072289
ffnn,DEC_8_2023,120,ohio_563,CG_EGA_BE_hyper,std,0.0689284632517016
ffnn,DEC_8_2023,120,ohio_563,CG_EGA_BE_hypo,mean,0.0142857142857142
ffnn,DEC_8_2023,120,ohio_563,CG_EGA_BE_hypo,std,0.0285714285714285
ffnn,DEC_8_2023,120,ohio_563,CG_EGA_EP,mean,0.0872954014029618
ffnn,DEC_8_2023,120,ohio_563,CG_EGA_EP,std,0.0036056222934436
ffnn,DEC_8_2023,120,ohio_563,CG_EGA_EP_eu,mean,0.047886796703151
ffnn,DEC_8_2023,120,ohio_563,CG_EGA_EP_eu,std,0.0100646776256843
ffnn,DEC_8_2023,120,ohio_563,CG_EGA_EP_hyper,mean,0.1341365461847389
ffnn,DEC_8_2023,120,ohio_563,CG_EGA_EP_hyper,std,0.0142358007026233
ffnn,DEC_8_2023,120,ohio_563,CG_EGA_EP_hypo,mean,0.9714285714285716
ffnn,DEC_8_2023,120,ohio_563,CG_EGA_EP_hypo,std,0.0571428571428571
ffnn,DEC_8_2023,120,ohio_563,MAPE,mean,21.35690331459045
ffnn,DEC_8_2023,120,ohio_563,MAPE,std,0.6305913890028525
ffnn,DEC_8_2023,120,ohio_563,MASE,mean,0.8761150956153869
ffnn,DEC_8_2023,120,ohio_563,MASE,std,0.0218550383172742
ffnn,DEC_8_2023,120,ohio_563,P_EGA_A,mean,0.6122369446609508
ffnn,DEC_8_2023,120,ohio_563,P_EGA_A,std,0.0097692547820317
ffnn,DEC_8_2023,120,ohio_563,P_EGA_A+B,mean,0.954871395167576
ffnn,DEC_8_2023,120,ohio_563,P_EGA_A+B,std,0.0067111915484424
ffnn,DEC_8_2023,120,ohio_563,P_EGA_B,mean,0.3426344505066251
ffnn,DEC_8_2023,120,ohio_563,P_EGA_B,std,0.0125349091148711
ffnn,DEC_8_2023,120,ohio_563,P_EGA_C,mean,0.0028059236165237
ffnn,DEC_8_2023,120,ohio_563,P_EGA_C,std,0.0022509008695547
ffnn,DEC_8_2023,120,ohio_563,P_EGA_D,mean,0.0420888542478565
ffnn,DEC_8_2023,120,ohio_563,P_EGA_D,std,0.0079025981952527
ffnn,DEC_8_2023,120,ohio_563,P_EGA_E,mean,0.0002338269680436
ffnn,DEC_8_2023,120,ohio_563,P_EGA_E,std,0.0003117692907248
ffnn,DEC_8_2023,120,ohio_563,RMSE,mean,45.788883972167966
ffnn,DEC_8_2023,120,ohio_563,RMSE,std,1.3151768489881617
ffnn,DEC_8_2023,120,ohio_563,R_EGA_A,mean,0.4278254091971941
ffnn,DEC_8_2023,120,ohio_563,R_EGA_A,std,0.0648363013287549
ffnn,DEC_8_2023,120,ohio_563,R_EGA_A+B,mean,0.6968823070927513
ffnn,DEC_8_2023,120,ohio_563,R_EGA_A+B,std,0.078145642837822
ffnn,DEC_8_2023,120,ohio_563,R_EGA_B,mean,0.2690568978955573
ffnn,DEC_8_2023,120,ohio_563,R_EGA_B,std,0.015904054070128
ffnn,DEC_8_2023,120,ohio_563,R_EGA_lC,mean,0.1094310210444271
ffnn,DEC_8_2023,120,ohio_563,R_EGA_lC,std,0.0391751481311877
ffnn,DEC_8_2023,120,ohio_563,R_EGA_lD,mean,0.018784099766173
ffnn,DEC_8_2023,120,ohio_563,R_EGA_lD,std,0.0019932520424854
ffnn,DEC_8_2023,120,ohio_563,R_EGA_lE,mean,0.0195635229929851
ffnn,DEC_8_2023,120,ohio_563,R_EGA_lE,std,0.0041346179921667
ffnn,DEC_8_2023,120,ohio_563,R_EGA_uC,mean,0.1121590023382696
ffnn,DEC_8_2023,120,ohio_563,R_EGA_uC,std,0.0361432257574681
ffnn,DEC_8_2023,120,ohio_563,R_EGA_uD,mean,0.0166796570537802
ffnn,DEC_8_2023,120,ohio_563,R_EGA_uD,std,0.0028145705510939
ffnn,DEC_8_2023,120,ohio_563,R_EGA_uE,mean,0.0265003897116134
ffnn,DEC_8_2023,120,ohio_563,R_EGA_uE,std,0.003297614310414
ffnn,DEC_8_2023,120,ohio_563,TG,mean,24.0
ffnn,DEC_8_2023,120,ohio_563,TG,std,7.3484692283495345
ffnn,DEC_8_2023,120,ohio_570,CG_EGA_AP,mean,0.7586106032906764
ffnn,DEC_8_2023,120,ohio_570,CG_EGA_AP,std,0.0580795612134976
ffnn,DEC_8_2023,120,ohio_570,CG_EGA_AP_eu,mean,0.7549483306836249
ffnn,DEC_8_2023,120,ohio_570,CG_EGA_AP_eu,std,0.0743702064156193
ffnn,DEC_8_2023,120,ohio_570,CG_EGA_AP_hyper,mean,0.7637696335078534
ffnn,DEC_8_2023,120,ohio_570,CG_EGA_AP_hyper,std,0.0519812766632733
ffnn,DEC_8_2023,120,ohio_570,CG_EGA_AP_hypo,mean,0.0727272727272727
ffnn,DEC_8_2023,120,ohio_570,CG_EGA_AP_hypo,std,0.1060173071790054
ffnn,DEC_8_2023,120,ohio_570,CG_EGA_BE,mean,0.193053016453382
ffnn,DEC_8_2023,120,ohio_570,CG_EGA_BE,std,0.0521589865335488
ffnn,DEC_8_2023,120,ohio_570,CG_EGA_BE_eu,mean,0.2241809991809991
ffnn,DEC_8_2023,120,ohio_570,CG_EGA_BE_eu,std,0.0692408013272819
ffnn,DEC_8_2023,120,ohio_570,CG_EGA_BE_hyper,mean,0.1806282722513089
ffnn,DEC_8_2023,120,ohio_570,CG_EGA_BE_hyper,std,0.04551783199798
ffnn,DEC_8_2023,120,ohio_570,CG_EGA_BE_hypo,mean,0.0363636363636363
ffnn,DEC_8_2023,120,ohio_570,CG_EGA_BE_hypo,std,0.0727272727272727
ffnn,DEC_8_2023,120,ohio_570,CG_EGA_EP,mean,0.0483363802559415
ffnn,DEC_8_2023,120,ohio_570,CG_EGA_EP,std,0.0060540320397277
ffnn,DEC_8_2023,120,ohio_570,CG_EGA_EP_eu,mean,0.020870670135376
ffnn,DEC_8_2023,120,ohio_570,CG_EGA_EP_eu,std,0.0058303638959034
ffnn,DEC_8_2023,120,ohio_570,CG_EGA_EP_hyper,mean,0.0556020942408376
ffnn,DEC_8_2023,120,ohio_570,CG_EGA_EP_hyper,std,0.006617602223801
ffnn,DEC_8_2023,120,ohio_570,CG_EGA_EP_hypo,mean,0.890909090909091
ffnn,DEC_8_2023,120,ohio_570,CG_EGA_EP_hypo,std,0.1336085314245369
ffnn,DEC_8_2023,120,ohio_570,MAPE,mean,17.370193004608154
ffnn,DEC_8_2023,120,ohio_570,MAPE,std,0.2292913053575907
ffnn,DEC_8_2023,120,ohio_570,MASE,mean,0.8613297700881958
ffnn,DEC_8_2023,120,ohio_570,MASE,std,0.0121331634097589
ffnn,DEC_8_2023,120,ohio_570,P_EGA_A,mean,0.6989396709323583
ffnn,DEC_8_2023,120,ohio_570,P_EGA_A,std,0.007245025858282
ffnn,DEC_8_2023,120,ohio_570,P_EGA_A+B,mean,0.980767824497258
ffnn,DEC_8_2023,120,ohio_570,P_EGA_A+B,std,0.0023423206402993
ffnn,DEC_8_2023,120,ohio_570,P_EGA_B,mean,0.2818281535648995
ffnn,DEC_8_2023,120,ohio_570,P_EGA_B,std,0.0053557099593712
ffnn,DEC_8_2023,120,ohio_570,P_EGA_C,mean,0.0008775137111517
ffnn,DEC_8_2023,120,ohio_570,P_EGA_C,std,0.0010993269746524
ffnn,DEC_8_2023,120,ohio_570,P_EGA_D,mean,0.0183546617915904
ffnn,DEC_8_2023,120,ohio_570,P_EGA_D,std,0.0017971781685476
ffnn,DEC_8_2023,120,ohio_570,P_EGA_E,mean,0.0
ffnn,DEC_8_2023,120,ohio_570,P_EGA_E,std,0.0
ffnn,DEC_8_2023,120,ohio_570,RMSE,mean,44.47218322753906
ffnn,DEC_8_2023,120,ohio_570,RMSE,std,0.2764140408037198
ffnn,DEC_8_2023,120,ohio_570,R_EGA_A,mean,0.5376234003656306
ffnn,DEC_8_2023,120,ohio_570,R_EGA_A,std,0.059594261959865
ffnn,DEC_8_2023,120,ohio_570,R_EGA_A+B,mean,0.7712614259597805
ffnn,DEC_8_2023,120,ohio_570,R_EGA_A+B,std,0.0587779546181427
ffnn,DEC_8_2023,120,ohio_570,R_EGA_B,mean,0.2336380255941499
ffnn,DEC_8_2023,120,ohio_570,R_EGA_B,std,0.0068598402337454
ffnn,DEC_8_2023,120,ohio_570,R_EGA_lC,mean,0.0869469835466179
ffnn,DEC_8_2023,120,ohio_570,R_EGA_lC,std,0.0293593949466869
ffnn,DEC_8_2023,120,ohio_570,R_EGA_lD,mean,0.0154296160877513
ffnn,DEC_8_2023,120,ohio_570,R_EGA_lD,std,0.0015751853183574
ffnn,DEC_8_2023,120,ohio_570,R_EGA_lE,mean,0.0133820840950639
ffnn,DEC_8_2023,120,ohio_570,R_EGA_lE,std,0.002741986582706
ffnn,DEC_8_2023,120,ohio_570,R_EGA_uC,mean,0.0870201096892138
ffnn,DEC_8_2023,120,ohio_570,R_EGA_uC,std,0.0267615706874326
ffnn,DEC_8_2023,120,ohio_570,R_EGA_uD,mean,0.009798903107861
ffnn,DEC_8_2023,120,ohio_570,R_EGA_uD,std,0.0007089842570261
ffnn,DEC_8_2023,120,ohio_570,R_EGA_uE,mean,0.0161608775137111
ffnn,DEC_8_2023,120,ohio_570,R_EGA_uE,std,0.0018266904565699
ffnn,DEC_8_2023,120,ohio_570,TG,mean,24.0
ffnn,DEC_8_2023,120,ohio_570,TG,std,8.602325267042627
ffnn,DEC_8_2023,120,ohio_575,CG_EGA_AP,mean,0.6856145792943001
ffnn,DEC_8_2023,120,ohio_575,CG_EGA_AP,std,0.0299880778003189
ffnn,DEC_8_2023,120,ohio_575,CG_EGA_AP_eu,mean,0.7623332985325162
ffnn,DEC_8_2023,120,ohio_575,CG_EGA_AP_eu,std,0.0358151793069939
ffnn,DEC_8_2023,120,ohio_575,CG_EGA_AP_hyper,mean,0.6433041301627034
ffnn,DEC_8_2023,120,ohio_575,CG_EGA_AP_hyper,std,0.0254901619386251
ffnn,DEC_8_2023,120,ohio_575,CG_EGA_AP_hypo,mean,0.0174272522280682
ffnn,DEC_8_2023,120,ohio_575,CG_EGA_AP_hypo,std,0.007437855897535
ffnn,DEC_8_2023,120,ohio_575,CG_EGA_BE,mean,0.181698332687088
ffnn,DEC_8_2023,120,ohio_575,CG_EGA_BE,std,0.0227493625158403
ffnn,DEC_8_2023,120,ohio_575,CG_EGA_BE_eu,mean,0.1885762245259869
ffnn,DEC_8_2023,120,ohio_575,CG_EGA_BE_eu,std,0.0298113870428302
ffnn,DEC_8_2023,120,ohio_575,CG_EGA_BE_hyper,mean,0.1947434292866082
ffnn,DEC_8_2023,120,ohio_575,CG_EGA_BE_hyper,std,0.0131169687174707
ffnn,DEC_8_2023,120,ohio_575,CG_EGA_BE_hypo,mean,0.0247288736175238
ffnn,DEC_8_2023,120,ohio_575,CG_EGA_BE_hypo,std,0.0100847096731532
ffnn,DEC_8_2023,120,ohio_575,CG_EGA_EP,mean,0.1326870880186118
ffnn,DEC_8_2023,120,ohio_575,CG_EGA_EP,std,0.0078336448540825
ffnn,DEC_8_2023,120,ohio_575,CG_EGA_EP_eu,mean,0.0490904769414968
ffnn,DEC_8_2023,120,ohio_575,CG_EGA_EP_eu,std,0.006935984907768
ffnn,DEC_8_2023,120,ohio_575,CG_EGA_EP_hyper,mean,0.1619524405506883
ffnn,DEC_8_2023,120,ohio_575,CG_EGA_EP_hyper,std,0.0171897719282997
ffnn,DEC_8_2023,120,ohio_575,CG_EGA_EP_hypo,mean,0.957843874154408
ffnn,DEC_8_2023,120,ohio_575,CG_EGA_EP_hypo,std,0.0144547818878363
ffnn,DEC_8_2023,120,ohio_575,MAPE,mean,30.138681530952454
ffnn,DEC_8_2023,120,ohio_575,MAPE,std,0.4342633529263874
ffnn,DEC_8_2023,120,ohio_575,MASE,mean,0.9239631533622742
ffnn,DEC_8_2023,120,ohio_575,MASE,std,0.0169977888125138
ffnn,DEC_8_2023,120,ohio_575,P_EGA_A,mean,0.4770841411399766
ffnn,DEC_8_2023,120,ohio_575,P_EGA_A,std,0.0064724751034867
ffnn,DEC_8_2023,120,ohio_575,P_EGA_A+B,mean,0.9146956184567662
ffnn,DEC_8_2023,120,ohio_575,P_EGA_A+B,std,0.0026068610025547
ffnn,DEC_8_2023,120,ohio_575,P_EGA_B,mean,0.4376114773167894
ffnn,DEC_8_2023,120,ohio_575,P_EGA_B,std,0.0042376350809815
ffnn,DEC_8_2023,120,ohio_575,P_EGA_C,mean,7.754943776657619e-05
ffnn,DEC_8_2023,120,ohio_575,P_EGA_C,std,0.0001550988755331
ffnn,DEC_8_2023,120,ohio_575,P_EGA_D,mean,0.0842186894145017
ffnn,DEC_8_2023,120,ohio_575,P_EGA_D,std,0.0022662488090271
ffnn,DEC_8_2023,120,ohio_575,P_EGA_E,mean,0.0010081426909654
ffnn,DEC_8_2023,120,ohio_575,P_EGA_E,std,0.0011130438227535
ffnn,DEC_8_2023,120,ohio_575,RMSE,mean,50.144151306152345
ffnn,DEC_8_2023,120,ohio_575,RMSE,std,0.9883672385769232
ffnn,DEC_8_2023,120,ohio_575,R_EGA_A,mean,0.5136874757658008
ffnn,DEC_8_2023,120,ohio_575,R_EGA_A,std,0.0294406101906241
ffnn,DEC_8_2023,120,ohio_575,R_EGA_A+B,mean,0.7423807677394338
ffnn,DEC_8_2023,120,ohio_575,R_EGA_A+B,std,0.0331460122807309
ffnn,DEC_8_2023,120,ohio_575,R_EGA_B,mean,0.2286932919736331
ffnn,DEC_8_2023,120,ohio_575,R_EGA_B,std,0.0076393084798912
ffnn,DEC_8_2023,120,ohio_575,R_EGA_lC,mean,0.0695618456766188
ffnn,DEC_8_2023,120,ohio_575,R_EGA_lC,std,0.0136553087745045
ffnn,DEC_8_2023,120,ohio_575,R_EGA_lD,mean,0.0285381930981
ffnn,DEC_8_2023,120,ohio_575,R_EGA_lD,std,0.0037959637845739
ffnn,DEC_8_2023,120,ohio_575,R_EGA_lE,mean,0.0216362931368747
ffnn,DEC_8_2023,120,ohio_575,R_EGA_lE,std,0.0051755172434163
ffnn,DEC_8_2023,120,ohio_575,R_EGA_uC,mean,0.085071733229934
ffnn,DEC_8_2023,120,ohio_575,R_EGA_uC,std,0.0177410335389888
ffnn,DEC_8_2023,120,ohio_575,R_EGA_uD,mean,0.0217913920124079
ffnn,DEC_8_2023,120,ohio_575,R_EGA_uD,std,0.0035401976612681
ffnn,DEC_8_2023,120,ohio_575,R_EGA_uE,mean,0.0310197751066304
ffnn,DEC_8_2023,120,ohio_575,R_EGA_uE,std,0.0033355274397218
ffnn,DEC_8_2023,120,ohio_575,TG,mean,51.0
ffnn,DEC_8_2023,120,ohio_575,TG,std,3.741657386773941
ffnn,DEC_8_2023,120,ohio_588,CG_EGA_AP,mean,0.7535150645624105
ffnn,DEC_8_2023,120,ohio_588,CG_EGA_AP,std,0.0608355214131627
ffnn,DEC_8_2023,120,ohio_588,CG_EGA_AP_eu,mean,0.7700527704485488
ffnn,DEC_8_2023,120,ohio_588,CG_EGA_AP_eu,std,0.0672714565183012
ffnn,DEC_8_2023,120,ohio_588,CG_EGA_AP_hyper,mean,0.7361198738170347
ffnn,DEC_8_2023,120,ohio_588,CG_EGA_AP_hyper,std,0.0546356393793282
ffnn,DEC_8_2023,120,ohio_588,CG_EGA_AP_hypo,mean,0.0
ffnn,DEC_8_2023,120,ohio_588,CG_EGA_AP_hypo,std,0.0
ffnn,DEC_8_2023,120,ohio_588,CG_EGA_BE,mean,0.1807747489239598
ffnn,DEC_8_2023,120,ohio_588,CG_EGA_BE,std,0.0515681641995627
ffnn,DEC_8_2023,120,ohio_588,CG_EGA_BE_eu,mean,0.1894459102902374
ffnn,DEC_8_2023,120,ohio_588,CG_EGA_BE_eu,std,0.057998600181063
ffnn,DEC_8_2023,120,ohio_588,CG_EGA_BE_hyper,mean,0.1709779179810725
ffnn,DEC_8_2023,120,ohio_588,CG_EGA_BE_hyper,std,0.0449911286134541
ffnn,DEC_8_2023,120,ohio_588,CG_EGA_BE_hypo,mean,0.0
ffnn,DEC_8_2023,120,ohio_588,CG_EGA_BE_hypo,std,0.0
ffnn,DEC_8_2023,120,ohio_588,CG_EGA_EP,mean,0.0657101865136298
ffnn,DEC_8_2023,120,ohio_588,CG_EGA_EP,std,0.0097687486545476
ffnn,DEC_8_2023,120,ohio_588,CG_EGA_EP_eu,mean,0.0405013192612137
ffnn,DEC_8_2023,120,ohio_588,CG_EGA_EP_eu,std,0.0099479643912975
ffnn,DEC_8_2023,120,ohio_588,CG_EGA_EP_hyper,mean,0.0929022082018927
ffnn,DEC_8_2023,120,ohio_588,CG_EGA_EP_hyper,std,0.0100427491354773
ffnn,DEC_8_2023,120,ohio_588,CG_EGA_EP_hypo,mean,1.0
ffnn,DEC_8_2023,120,ohio_588,CG_EGA_EP_hypo,std,0.0
ffnn,DEC_8_2023,120,ohio_588,MAPE,mean,20.165102183818817
ffnn,DEC_8_2023,120,ohio_588,MAPE,std,0.7182300509726113
ffnn,DEC_8_2023,120,ohio_588,MASE,mean,0.8181366920471191
ffnn,DEC_8_2023,120,ohio_588,MASE,std,0.0333482492885502
ffnn,DEC_8_2023,120,ohio_588,P_EGA_A,mean,0.6400286944045911
ffnn,DEC_8_2023,120,ohio_588,P_EGA_A,std,0.0205190073814845
ffnn,DEC_8_2023,120,ohio_588,P_EGA_A+B,mean,0.9722381635581062
ffnn,DEC_8_2023,120,ohio_588,P_EGA_A+B,std,0.0009783487587507
ffnn,DEC_8_2023,120,ohio_588,P_EGA_B,mean,0.332209469153515
ffnn,DEC_8_2023,120,ohio_588,P_EGA_B,std,0.0198974023866979
ffnn,DEC_8_2023,120,ohio_588,P_EGA_C,mean,0.0017216642754662
ffnn,DEC_8_2023,120,ohio_588,P_EGA_C,std,0.0007988184164748
ffnn,DEC_8_2023,120,ohio_588,P_EGA_D,mean,0.0260401721664275
ffnn,DEC_8_2023,120,ohio_588,P_EGA_D,std,0.001234193008184
ffnn,DEC_8_2023,120,ohio_588,P_EGA_E,mean,0.0
ffnn,DEC_8_2023,120,ohio_588,P_EGA_E,std,0.0
ffnn,DEC_8_2023,120,ohio_588,RMSE,mean,44.99331130981445
ffnn,DEC_8_2023,120,ohio_588,RMSE,std,1.48230824937098
ffnn,DEC_8_2023,120,ohio_588,R_EGA_A,mean,0.5283357245337159
ffnn,DEC_8_2023,120,ohio_588,R_EGA_A,std,0.0677645262990781
ffnn,DEC_8_2023,120,ohio_588,R_EGA_A+B,mean,0.7717360114777618
ffnn,DEC_8_2023,120,ohio_588,R_EGA_A+B,std,0.0633200245970084
ffnn,DEC_8_2023,120,ohio_588,R_EGA_B,mean,0.2434002869440459
ffnn,DEC_8_2023,120,ohio_588,R_EGA_B,std,0.0080318708764868
ffnn,DEC_8_2023,120,ohio_588,R_EGA_lC,mean,0.0624820659971305
ffnn,DEC_8_2023,120,ohio_588,R_EGA_lC,std,0.0293989894219877
ffnn,DEC_8_2023,120,ohio_588,R_EGA_lD,mean,0.0357245337159253
ffnn,DEC_8_2023,120,ohio_588,R_EGA_lD,std,0.0049627634308258
ffnn,DEC_8_2023,120,ohio_588,R_EGA_lE,mean,0.0189383070301291
ffnn,DEC_8_2023,120,ohio_588,R_EGA_lE,std,0.0056911573802865
ffnn,DEC_8_2023,120,ohio_588,R_EGA_uC,mean,0.0795552367288378
ffnn,DEC_8_2023,120,ohio_588,R_EGA_uC,std,0.0299538867799767
ffnn,DEC_8_2023,120,ohio_588,R_EGA_uD,mean,0.0102582496413199
ffnn,DEC_8_2023,120,ohio_588,R_EGA_uD,std,0.0020617084452223
ffnn,DEC_8_2023,120,ohio_588,R_EGA_uE,mean,0.0213055954088952
ffnn,DEC_8_2023,120,ohio_588,R_EGA_uE,std,0.0044603419101032
ffnn,DEC_8_2023,120,ohio_588,TG,mean,13.0
ffnn,DEC_8_2023,120,ohio_588,TG,std,11.224972160321824
ffnn,DEC_8_2023,120,ohio_591,CG_EGA_AP,mean,0.7175317604355718
ffnn,DEC_8_2023,120,ohio_591,CG_EGA_AP,std,0.0399955860687631
ffnn,DEC_8_2023,120,ohio_591,CG_EGA_AP_eu,mean,0.7679751975290076
ffnn,DEC_8_2023,120,ohio_591,CG_EGA_AP_eu,std,0.0437101598767773
ffnn,DEC_8_2023,120,ohio_591,CG_EGA_AP_hyper,mean,0.7266490765171504
ffnn,DEC_8_2023,120,ohio_591,CG_EGA_AP_hyper,std,0.0379653947200104
ffnn,DEC_8_2023,120,ohio_591,CG_EGA_AP_hypo,mean,0.0
ffnn,DEC_8_2023,120,ohio_591,CG_EGA_AP_hypo,std,0.0
ffnn,DEC_8_2023,120,ohio_591,CG_EGA_BE,mean,0.1596370235934664
ffnn,DEC_8_2023,120,ohio_591,CG_EGA_BE,std,0.0280807706811938
ffnn,DEC_8_2023,120,ohio_591,CG_EGA_BE_eu,mean,0.1725594322270166
ffnn,DEC_8_2023,120,ohio_591,CG_EGA_BE_eu,std,0.0301861703600945
ffnn,DEC_8_2023,120,ohio_591,CG_EGA_BE_hyper,mean,0.1575197889182057
ffnn,DEC_8_2023,120,ohio_591,CG_EGA_BE_hyper,std,0.0283760789646561
ffnn,DEC_8_2023,120,ohio_591,CG_EGA_BE_hypo,mean,0.0
ffnn,DEC_8_2023,120,ohio_591,CG_EGA_BE_hypo,std,0.0
ffnn,DEC_8_2023,120,ohio_591,CG_EGA_EP,mean,0.1228312159709618
ffnn,DEC_8_2023,120,ohio_591,CG_EGA_EP,std,0.0126336648464442
ffnn,DEC_8_2023,120,ohio_591,CG_EGA_EP_eu,mean,0.0594653702439758
ffnn,DEC_8_2023,120,ohio_591,CG_EGA_EP_eu,std,0.0141513202369862
ffnn,DEC_8_2023,120,ohio_591,CG_EGA_EP_hyper,mean,0.1158311345646438
ffnn,DEC_8_2023,120,ohio_591,CG_EGA_EP_hyper,std,0.0103341192757605
ffnn,DEC_8_2023,120,ohio_591,CG_EGA_EP_hypo,mean,1.0
ffnn,DEC_8_2023,120,ohio_591,CG_EGA_EP_hypo,std,0.0
ffnn,DEC_8_2023,120,ohio_591,MAPE,mean,31.98685586452484
ffnn,DEC_8_2023,120,ohio_591,MAPE,std,0.4128049841526311
ffnn,DEC_8_2023,120,ohio_591,MASE,mean,0.8914171576499939
ffnn,DEC_8_2023,120,ohio_591,MASE,std,0.0049126599456012
ffnn,DEC_8_2023,120,ohio_591,P_EGA_A,mean,0.519201451905626
ffnn,DEC_8_2023,120,ohio_591,P_EGA_A,std,0.0048459729272678
ffnn,DEC_8_2023,120,ohio_591,P_EGA_A+B,mean,0.9259528130671508
ffnn,DEC_8_2023,120,ohio_591,P_EGA_A+B,std,0.0030885005279394
ffnn,DEC_8_2023,120,ohio_591,P_EGA_B,mean,0.4067513611615244
ffnn,DEC_8_2023,120,ohio_591,P_EGA_B,std,0.006608164673815
ffnn,DEC_8_2023,120,ohio_591,P_EGA_C,mean,0.006098003629764
ffnn,DEC_8_2023,120,ohio_591,P_EGA_C,std,0.0023230490018148
ffnn,DEC_8_2023,120,ohio_591,P_EGA_D,mean,0.0652631578947368
ffnn,DEC_8_2023,120,ohio_591,P_EGA_D,std,0.0017841315030772
ffnn,DEC_8_2023,120,ohio_591,P_EGA_E,mean,0.0026860254083484
ffnn,DEC_8_2023,120,ohio_591,P_EGA_E,std,0.0001778213969352
ffnn,DEC_8_2023,120,ohio_591,RMSE,mean,46.06547546386719
ffnn,DEC_8_2023,120,ohio_591,RMSE,std,0.5731651011029056
ffnn,DEC_8_2023,120,ohio_591,R_EGA_A,mean,0.5109981851179672
