2023-12-09 08:49:47 ohio 563 svr svr DEC_8_2023 test None 60 1
2023-12-09 08:49:55 {'hist': 180, 'kernel': 'rbf', 'C': 0.01, 'epsilon': 0.001, 'gamma': 1e-05} [1.3274856985299603]
2023-12-09 08:55:03 {'hist': 180, 'kernel': 'rbf', 'C': 1000.0, 'epsilon': 0.316227766016838, 'gamma': 1e-05} [0.8517500693958641]
2023-12-09 08:55:06 {'hist': 180, 'kernel': 'rbf', 'C': 1000.0, 'epsilon': 0.316227766016838, 'gamma': 3.1622776601683795e-05} [0.8533654291990451]
2023-12-09 08:55:13 {'hist': 180, 'kernel': 'rbf', 'C': 17782.79410038923, 'epsilon': 0.0316227766016838, 'gamma': 3.1622776601683796e-06} [0.8649208297232991]
2023-12-09 08:55:27 {'hist': 180, 'kernel': 'rbf', 'C': 17782.79410038923, 'epsilon': 0.0316227766016838, 'gamma': 1e-05} [0.8535160931897716]
2023-12-09 08:56:04 {'hist': 180, 'kernel': 'rbf', 'C': 17782.79410038923, 'epsilon': 0.0316227766016838, 'gamma': 3.1622776601683795e-05} [0.9020280788714192]
2023-12-09 08:56:10 {'hist': 180, 'kernel': 'rbf', 'C': 17782.79410038923, 'epsilon': 0.1, 'gamma': 3.1622776601683796e-06} [0.8598863267785778]
2023-12-09 08:56:22 {'hist': 180, 'kernel': 'rbf', 'C': 17782.79410038923, 'epsilon': 0.1, 'gamma': 1e-05} [0.8559783504837665]
2023-12-09 08:56:58 {'hist': 180, 'kernel': 'rbf', 'C': 17782.79410038923, 'epsilon': 0.1, 'gamma': 3.1622776601683795e-05} [0.8980635073839889]
2023-12-09 08:57:02 {'hist': 180, 'kernel': 'rbf', 'C': 17782.79410038923, 'epsilon': 0.316227766016838, 'gamma': 3.1622776601683796e-06} [0.8502283939186501]
2023-12-09 08:57:10 {'hist': 180, 'kernel': 'rbf', 'C': 17782.79410038923, 'epsilon': 0.316227766016838, 'gamma': 1e-05} [0.8492778736855134]
2023-12-09 08:57:33 {'hist': 180, 'kernel': 'rbf', 'C': 17782.79410038923, 'epsilon': 0.316227766016838, 'gamma': 3.1622776601683795e-05} [0.8821920759097878]
2023-12-09 08:57:42 ({'RMSE': 31.147107072384745, 'MAPE': 13.68287037687212, 'MASE': 0.8700884505686552, 'TG': 5.0, 'CG_EGA_AP': 0.8278254091971939, 'CG_EGA_BE': 0.12221356196414652, 'CG_EGA_EP': 0.04996102883865939, 'CG_EGA_AP_hypo': 0.2333333333333333, 'CG_EGA_BE_hypo': 0.02222222222222222, 'CG_EGA_EP_hypo': 0.7444444444444445, 'CG_EGA_AP_eu': 0.8588917525773196, 'CG_EGA_BE_eu': 0.10889175257731958, 'CG_EGA_EP_eu': 0.03221649484536082, 'CG_EGA_AP_hyper': 0.7901606425702812, 'CG_EGA_BE_hyper': 0.14477911646586344, 'CG_EGA_EP_hyper': 0.06506024096385542, 'P_EGA_A+B': 0.9854247856586126, 'P_EGA_A': 0.8204208885424785, 'P_EGA_B': 0.16500389711613406, 'P_EGA_C': 0.0, 'P_EGA_D': 0.01426344505066251, 'P_EGA_E': 0.0003117692907248636, 'R_EGA_A+B': 0.8387373343725644, 'R_EGA_A': 0.5699142634450507, 'R_EGA_B': 0.2688230709275136, 'R_EGA_uC': 0.04310210444271239, 'R_EGA_lC': 0.04380358534684334, 'R_EGA_uD': 0.016289945440374123, 'R_EGA_lD': 0.022213561964146533, 'R_EGA_uE': 0.021434138737334373, 'R_EGA_lE': 0.01441932969602494}, {'RMSE': 0.13298816365068805, 'MAPE': 0.07172323302040444, 'MASE': 0.004231821036702936, 'TG': 0.0, 'CG_EGA_AP': 0.002196259205550367, 'CG_EGA_BE': 0.002994446252891435, 'CG_EGA_EP': 0.0012174980009207561, 'CG_EGA_AP_hypo': 0.02222222222222223, 'CG_EGA_BE_hypo': 0.02721655269759087, 'CG_EGA_EP_hypo': 0.027216552697590882, 'CG_EGA_AP_eu': 0.0052819333845152815, 'CG_EGA_BE_eu': 0.0050570662036980895, 'CG_EGA_EP_eu': 0.001351557794033701, 'CG_EGA_AP_hyper': 0.00479411099851942, 'CG_EGA_BE_hyper': 0.0036698126270074396, 'CG_EGA_EP_hyper': 0.0030053472986136093, 'P_EGA_A+B': 0.0010042165804150635, 'P_EGA_A': 0.0030725492352964776, 'P_EGA_B': 0.0034383078721921703, 'P_EGA_C': 0.0, 'P_EGA_D': 0.0009734992982694307, 'P_EGA_E': 0.0001558846453624318, 'R_EGA_A+B': 0.0025304260453231416, 'R_EGA_A': 0.004588678419184727, 'R_EGA_B': 0.006367463216056155, 'R_EGA_uC': 0.002240079168074809, 'R_EGA_lC': 0.0009089558682533581, 'R_EGA_uD': 0.0010572611041504705, 'R_EGA_lD': 0.0014788515947786651, 'R_EGA_uE': 0.0004929505315928894, 'R_EGA_lE': 0.0005511354490931786})
