2023-12-12 11:28:23 t1dms 1 ffnn ffnn DEC_8_2023 test None 30 1
2023-12-12 11:28:24 Saved model's file: ./tmp/lstm_weights/9661631.pt
2023-12-12 11:28:24 0 [train] 1.1331867483400164 [valid] 0.7414186000823975
2023-12-12 11:28:24 0 [train] 1.038774156144687 [valid] 0.6917148232460022
2023-12-12 11:28:24 1 [train] 0.9530465762530055 [valid] 0.6469879150390625
2023-12-12 11:28:24 2 [train] 0.8777492163436753 [valid] 0.6081622838973999
2023-12-12 11:28:24 3 [train] 0.8138460048607418 [valid] 0.5751652121543884
2023-12-12 11:28:24 4 [train] 0.7583351128158116 [valid] 0.5463157296180725
2023-12-12 11:28:24 5 [train] 0.7095750827519667 [valid] 0.5211228132247925
2023-12-12 11:28:24 6 [train] 0.6664074792393616 [valid] 0.4991265833377838
2023-12-12 11:28:24 7 [train] 0.6283329012138503 [valid] 0.47976580262184143
2023-12-12 11:28:24 8 [train] 0.5945761374064854 [valid] 0.4622918665409088
2023-12-12 11:28:24 9 [train] 0.5643079981562638 [valid] 0.4461353123188019
2023-12-12 11:28:24 10 [train] 0.5366073085793427 [valid] 0.430470734834671
2023-12-12 11:28:24 11 [train] 0.5108636124503045 [valid] 0.41500934958457947
2023-12-12 11:28:24 12 [train] 0.48644387429314 [valid] 0.3993558883666992
2023-12-12 11:28:24 13 [train] 0.4631794593518689 [valid] 0.38357701897621155
2023-12-12 11:28:24 14 [train] 0.44094027632049154 [valid] 0.36775922775268555
2023-12-12 11:28:24 15 [train] 0.4195831935143187 [valid] 0.351849764585495
2023-12-12 11:28:24 16 [train] 0.3990733782272963 [valid] 0.3360160291194916
2023-12-12 11:28:24 17 [train] 0.3796555195890722 [valid] 0.3207378089427948
2023-12-12 11:28:25 18 [train] 0.3612330512454112 [valid] 0.3059772849082947
2023-12-12 11:28:25 19 [train] 0.3439986032566854 [valid] 0.29199057817459106
2023-12-12 11:28:25 20 [train] 0.32794695755555514 [valid] 0.27880701422691345
2023-12-12 11:28:25 21 [train] 0.313008500972674 [valid] 0.266515851020813
2023-12-12 11:28:25 22 [train] 0.29914646604586215 [valid] 0.2550431489944458
2023-12-12 11:28:25 23 [train] 0.2863069913749184 [valid] 0.2444256693124771
2023-12-12 11:28:25 24 [train] 0.2743455097079277 [valid] 0.23457898199558258
2023-12-12 11:28:25 25 [train] 0.2631478096757616 [valid] 0.22528351843357086
2023-12-12 11:28:25 26 [train] 0.2527923943652284 [valid] 0.2166505604982376
2023-12-12 11:28:25 27 [train] 0.24328248672896907 [valid] 0.20866675674915314
2023-12-12 11:28:25 28 [train] 0.234568666977187 [valid] 0.20138947665691376
2023-12-12 11:28:25 29 [train] 0.22661281044461898 [valid] 0.19474303722381592
2023-12-12 11:28:25 30 [train] 0.21940549476338284 [valid] 0.1885899305343628
2023-12-12 11:28:25 31 [train] 0.2128781486480009 [valid] 0.18302839994430542
