2023-12-14 12:17:36 t1dms 10 ffnn ffnn DEC_8_2023 test None 30 1
2023-12-14 12:17:37 Saved model's file: ./tmp/lstm_weights/5218795.pt
2023-12-14 12:17:37 0 [train] 0.9577667697199753 [valid] 0.7894013524055481
2023-12-14 12:17:37 0 [train] 0.9132822249971685 [valid] 0.7639285922050476
2023-12-14 12:17:37 1 [train] 0.8718311041593552 [valid] 0.7400808334350586
2023-12-14 12:17:37 2 [train] 0.8339645963694368 [valid] 0.7178908586502075
2023-12-14 12:17:37 3 [train] 0.7996063942000979 [valid] 0.6971385478973389
2023-12-14 12:17:37 4 [train] 0.7681744536828428 [valid] 0.6774578094482422
2023-12-14 12:17:37 5 [train] 0.7387567366517725 [valid] 0.6584866642951965
2023-12-14 12:17:37 6 [train] 0.7108427133588564 [valid] 0.6401389241218567
2023-12-14 12:17:37 7 [train] 0.6842134892940521 [valid] 0.6221344470977783
2023-12-14 12:17:37 8 [train] 0.6586145591877756 [valid] 0.6043583750724792
2023-12-14 12:17:37 9 [train] 0.6338061239747774 [valid] 0.5867230296134949
2023-12-14 12:17:37 10 [train] 0.6097496739100843 [valid] 0.5692122578620911
2023-12-14 12:17:37 11 [train] 0.5864756235054561 [valid] 0.5517287850379944
2023-12-14 12:17:37 12 [train] 0.5638165665524346 [valid] 0.534098744392395
2023-12-14 12:17:37 13 [train] 0.5418271759436244 [valid] 0.5163084268569946
2023-12-14 12:17:37 14 [train] 0.5205808235775857 [valid] 0.49852636456489563
2023-12-14 12:17:37 15 [train] 0.500125787265244 [valid] 0.48073142766952515
2023-12-14 12:17:37 16 [train] 0.48046016905988964 [valid] 0.46313461661338806
2023-12-14 12:17:37 17 [train] 0.4614422896078655 [valid] 0.4456256926059723
2023-12-14 12:17:37 18 [train] 0.4432490248055685 [valid] 0.4282890856266022
2023-12-14 12:17:37 19 [train] 0.4257685589116244 [valid] 0.41126251220703125
2023-12-14 12:17:37 20 [train] 0.40916598632576917 [valid] 0.3946273624897003
2023-12-14 12:17:38 21 [train] 0.3933729968432869 [valid] 0.3786448836326599
2023-12-14 12:17:38 22 [train] 0.3783621491775626 [valid] 0.36319899559020996
2023-12-14 12:17:38 23 [train] 0.36417547870604766 [valid] 0.3483208119869232
2023-12-14 12:17:38 24 [train] 0.35071608965240775 [valid] 0.3340964913368225
2023-12-14 12:17:38 25 [train] 0.3379386214628106 [valid] 0.320585161447525
2023-12-14 12:17:38 26 [train] 0.3258391105170761 [valid] 0.3077155649662018
2023-12-14 12:17:38 27 [train] 0.31436265721207574 [valid] 0.29542914032936096
2023-12-14 12:17:38 28 [train] 0.3035851018946795 [valid] 0.2838563323020935
2023-12-14 12:17:38 29 [train] 0.2933854271790811 [valid] 0.2727169990539551
2023-12-14 12:17:38 30 [train] 0.28388531577019466 [valid] 0.2621092200279236
2023-12-14 12:17:38 31 [train] 0.27501004694827963 [valid] 0.25210630893707275
2023-12-14 12:17:38 32 [train] 0.26680985501124743 [valid] 0.24263636767864227
2023-12-14 12:17:38 33 [train] 0.259247610611575 [valid] 0.23387177288532257
2023-12-14 12:17:38 34 [train] 0.25230318609447705 [valid] 0.22576215863227844
2023-12-14 12:17:38 35 [train] 0.2459326661857111 [valid] 0.21837301552295685
2023-12-14 12:17:38 36 [train] 0.24010619884800344 [valid] 0.211655855178833
2023-12-14 12:17:38 37 [train] 0.2347724474523039 [valid] 0.2054283767938614
2023-12-14 12:17:38 38 [train] 0.22990014812066442 [valid] 0.19969649612903595
2023-12-14 12:17:38 39 [train] 0.22547355821977058 [valid] 0.19451960921287537
2023-12-14 12:17:38 40 [train] 0.2214295430374997 [valid] 0.18996484577655792
2023-12-14 12:17:38 41 [train] 0.21772224522594893 [valid] 0.1859261393547058
2023-12-14 12:17:38 42 [train] 0.2143503309981454 [valid] 0.18229927122592926
2023-12-14 12:17:38 43 [train] 0.21123444018442006 [valid] 0.17897804081439972
2023-12-14 12:17:38 44 [train] 0.20839021452480838 [valid] 0.17616672813892365
2023-12-14 12:17:38 45 [train] 0.20574240980758554 [valid] 0.17342683672904968
2023-12-14 12:17:38 46 [train] 0.20329013466835022 [valid] 0.17104686796665192
2023-12-14 12:17:38 47 [train] 0.2009848596173383 [valid] 0.16864794492721558
2023-12-14 12:17:38 48 [train] 0.19882530949655033 [valid] 0.16652880609035492
2023-12-14 12:17:38 49 [train] 0.196760361792431 [valid] 0.16461603343486786
2023-12-14 12:17:38 50 [train] 0.19481291426789193 [valid] 0.16288335621356964
2023-12-14 12:17:38 51 [train] 0.19294395634815806 [valid] 0.16118155419826508
2023-12-14 12:17:38 52 [train] 0.19116746155279024 [valid] 0.15953734517097473
2023-12-14 12:17:38 53 [train] 0.18944654981827452 [valid] 0.15812189877033234
2023-12-14 12:17:38 54 [train] 0.1878080108158645 [valid] 0.1569356620311737
2023-12-14 12:17:38 55 [train] 0.18623136458474965 [valid] 0.1557447910308838
2023-12-14 12:17:39 56 [train] 0.18470185010560922 [valid] 0.15454767644405365
