2023-12-13 16:19:56 t1dms 6 svr svr DEC_8_2023 test None 30 1
2023-12-13 16:19:57 {'hist': 180, 'kernel': 'rbf', 'C': 0.01, 'epsilon': 0.001, 'gamma': 1e-05} [0.8481464567750489]
2023-12-13 16:20:07 {'hist': 180, 'kernel': 'rbf', 'C': 3.1622776601683795, 'epsilon': 0.1, 'gamma': 0.001} [0.2527022104115958]
2023-12-13 16:20:08 {'hist': 180, 'kernel': 'rbf', 'C': 1000.0, 'epsilon': 0.001, 'gamma': 1e-05} [0.2386521782371624]
2023-12-13 16:20:09 {'hist': 180, 'kernel': 'rbf', 'C': 1000.0, 'epsilon': 0.001, 'gamma': 0.0001} [0.23015935450416192]
2023-12-13 16:20:17 {'hist': 180, 'kernel': 'rbf', 'C': 1000.0, 'epsilon': 0.001, 'gamma': 0.001} [0.3208222963125555]
2023-12-13 16:20:17 {'hist': 180, 'kernel': 'rbf', 'C': 1000.0, 'epsilon': 0.01, 'gamma': 1e-05} [0.23789110188599283]
2023-12-13 16:20:19 {'hist': 180, 'kernel': 'rbf', 'C': 1000.0, 'epsilon': 0.01, 'gamma': 0.0001} [0.22927412610600884]
2023-12-13 16:20:25 {'hist': 180, 'kernel': 'rbf', 'C': 1000.0, 'epsilon': 0.01, 'gamma': 0.001} [0.3159837377519551]
2023-12-13 16:20:26 {'hist': 180, 'kernel': 'rbf', 'C': 1000.0, 'epsilon': 0.1, 'gamma': 1e-05} [0.23885637371201524]
2023-12-13 16:20:27 {'hist': 180, 'kernel': 'rbf', 'C': 1000.0, 'epsilon': 0.1, 'gamma': 0.0001} [0.22753927071223706]
2023-12-13 16:20:31 {'hist': 180, 'kernel': 'rbf', 'C': 1000.0, 'epsilon': 0.1, 'gamma': 0.001} [0.2924530294499346]
2023-12-13 16:20:32 {'hist': 180, 'kernel': 'rbf', 'C': 56.2341325190349, 'epsilon': 0.0316227766016838, 'gamma': 3.1622776601683795e-05} [0.2460537068742392]
2023-12-13 16:20:33 {'hist': 180, 'kernel': 'rbf', 'C': 56.2341325190349, 'epsilon': 0.0316227766016838, 'gamma': 0.0001} [0.23983392921498434]
2023-12-13 16:20:33 {'hist': 180, 'kernel': 'rbf', 'C': 56.2341325190349, 'epsilon': 0.0316227766016838, 'gamma': 0.000316227766016838} [0.23571831404530236]
2023-12-13 16:20:34 {'hist': 180, 'kernel': 'rbf', 'C': 56.2341325190349, 'epsilon': 0.1, 'gamma': 3.1622776601683795e-05} [0.24778008696061468]
2023-12-13 16:20:34 {'hist': 180, 'kernel': 'rbf', 'C': 56.2341325190349, 'epsilon': 0.1, 'gamma': 0.0001} [0.24093403543692238]
2023-12-13 16:20:35 {'hist': 180, 'kernel': 'rbf', 'C': 56.2341325190349, 'epsilon': 0.1, 'gamma': 0.000316227766016838} [0.23576491726197668]
2023-12-13 16:20:35 {'hist': 180, 'kernel': 'rbf', 'C': 56.2341325190349, 'epsilon': 0.316227766016838, 'gamma': 3.1622776601683795e-05} [0.2584486941158517]
2023-12-13 16:20:35 {'hist': 180, 'kernel': 'rbf', 'C': 56.2341325190349, 'epsilon': 0.316227766016838, 'gamma': 0.0001} [0.2504876696159413]
2023-12-13 16:20:35 {'hist': 180, 'kernel': 'rbf', 'C': 56.2341325190349, 'epsilon': 0.316227766016838, 'gamma': 0.000316227766016838} [0.24232782918504997]
2023-12-13 16:20:36 {'hist': 180, 'kernel': 'rbf', 'C': 1000.0, 'epsilon': 0.0316227766016838, 'gamma': 3.1622776601683795e-05} [0.2308974404118775]
2023-12-13 16:20:38 {'hist': 180, 'kernel': 'rbf', 'C': 1000.0, 'epsilon': 0.0316227766016838, 'gamma': 0.0001} [0.22748797117677508]
2023-12-13 16:20:41 {'hist': 180, 'kernel': 'rbf', 'C': 1000.0, 'epsilon': 0.0316227766016838, 'gamma': 0.000316227766016838} [0.25239496889542457]
2023-12-13 16:20:42 {'hist': 180, 'kernel': 'rbf', 'C': 1000.0, 'epsilon': 0.1, 'gamma': 3.1622776601683795e-05} [0.23074298856101574]
2023-12-13 16:20:43 {'hist': 180, 'kernel': 'rbf', 'C': 1000.0, 'epsilon': 0.1, 'gamma': 0.0001} [0.22753927071223706]
2023-12-13 16:20:45 {'hist': 180, 'kernel': 'rbf', 'C': 1000.0, 'epsilon': 0.1, 'gamma': 0.000316227766016838} [0.24111884275673143]
2023-12-13 16:20:45 {'hist': 180, 'kernel': 'rbf', 'C': 1000.0, 'epsilon': 0.316227766016838, 'gamma': 3.1622776601683795e-05} [0.24029389819619335]
2023-12-13 16:20:45 {'hist': 180, 'kernel': 'rbf', 'C': 1000.0, 'epsilon': 0.316227766016838, 'gamma': 0.0001} [0.23465923248032916]
2023-12-13 16:20:46 {'hist': 180, 'kernel': 'rbf', 'C': 1000.0, 'epsilon': 0.316227766016838, 'gamma': 0.000316227766016838} [0.23548515346804133]
2023-12-13 16:20:51 {'hist': 180, 'kernel': 'rbf', 'C': 17782.79410038923, 'epsilon': 0.0316227766016838, 'gamma': 3.1622776601683795e-05} [0.22311073640155857]
2023-12-13 16:21:06 {'hist': 180, 'kernel': 'rbf', 'C': 17782.79410038923, 'epsilon': 0.0316227766016838, 'gamma': 0.0001} [0.2611911399173844]
2023-12-13 16:21:52 {'hist': 180, 'kernel': 'rbf', 'C': 17782.79410038923, 'epsilon': 0.0316227766016838, 'gamma': 0.000316227766016838} [0.31536071392595194]
2023-12-13 16:21:56 {'hist': 180, 'kernel': 'rbf', 'C': 17782.79410038923, 'epsilon': 0.1, 'gamma': 3.1622776601683795e-05} [0.22440108204916098]
2023-12-13 16:22:07 {'hist': 180, 'kernel': 'rbf', 'C': 17782.79410038923, 'epsilon': 0.1, 'gamma': 0.0001} [0.2506703214722614]
2023-12-13 16:22:36 {'hist': 180, 'kernel': 'rbf', 'C': 17782.79410038923, 'epsilon': 0.1, 'gamma': 0.000316227766016838} [0.3023839303772868]
2023-12-13 16:22:37 {'hist': 180, 'kernel': 'rbf', 'C': 17782.79410038923, 'epsilon': 0.316227766016838, 'gamma': 3.1622776601683795e-05} [0.2268367598038065]
2023-12-13 16:22:38 {'hist': 180, 'kernel': 'rbf', 'C': 17782.79410038923, 'epsilon': 0.316227766016838, 'gamma': 0.0001} [0.2401325553888696]
2023-12-13 16:22:42 {'hist': 180, 'kernel': 'rbf', 'C': 17782.79410038923, 'epsilon': 0.316227766016838, 'gamma': 0.000316227766016838} [0.2812710360645452]
2023-12-13 16:23:13 ({'RMSE': 9.347558783742297, 'MAPE': 5.987855610080873, 'MASE': 0.48333442015286715, 'TG': 25.0, 'CG_EGA_AP': 0.972351510941299, 'CG_EGA_BE': 0.019798541160125045, 'CG_EGA_EP': 0.007849947898575894, 'CG_EGA_AP_hypo': 0.8758064516129032, 'CG_EGA_BE_hypo': 0.016129032258064512, 'CG_EGA_EP_hypo': 0.10806451612903226, 'CG_EGA_AP_eu': 0.9793330588719638, 'CG_EGA_BE_eu': 0.01753808151502676, 'CG_EGA_EP_eu': 0.0031288596130094686, 'CG_EGA_AP_hyper': 0.9570552147239264, 'CG_EGA_BE_hyper': 0.038036809815950916, 'CG_EGA_EP_hyper': 0.0049079754601227, 'P_EGA_A+B': 0.9954150746787078, 'P_EGA_A': 0.9870788468218132, 'P_EGA_B': 0.008336227856894755, 'P_EGA_C': 0.0, 'P_EGA_D': 0.0045849253212921146, 'P_EGA_E': 0.0, 'R_EGA_A+B': 0.9769364362625911, 'R_EGA_A': 0.7946509204584926, 'R_EGA_B': 0.18228551580409863, 'R_EGA_uC': 0.00916985064258423, 'R_EGA_lC': 0.006807919416464051, 'R_EGA_uD': 0.0011809656130600903, 'R_EGA_lD': 0.0027092740534907954, 'R_EGA_uE': 0.0025703369225425496, 'R_EGA_lE': 0.0006252170892671066}, {'RMSE': 0.11318060490116022, 'MAPE': 0.042464231958963726, 'MASE': 0.004088783363470017, 'TG': 0.0, 'CG_EGA_AP': 0.002203369437603866, 'CG_EGA_BE': 0.0017436471549859163, 'CG_EGA_EP': 0.0007152226565465092, 'CG_EGA_AP_hypo': 0.013103287749412827, 'CG_EGA_BE_hypo': 0.007213122508063837, 'CG_EGA_EP_hypo': 0.008224225021923848, 'CG_EGA_AP_eu': 0.0018114450391107588, 'CG_EGA_BE_eu': 0.0015535580291571188, 'CG_EGA_EP_eu': 0.0005584462727974695, 'CG_EGA_AP_hyper': 0.006134969325153372, 'CG_EGA_BE_hyper': 0.005348342262013096, 'CG_EGA_EP_hyper': 0.0015027544434252627, 'P_EGA_A+B': 0.0002599275711548222, 'P_EGA_A': 0.0019451198332754319, 'P_EGA_B': 0.0017981492331427282, 'P_EGA_C': 0.0, 'P_EGA_D': 0.0002599275711548413, 'P_EGA_E': 0.0, 'R_EGA_A+B': 0.002125329425603142, 'R_EGA_A': 0.002380248933520252, 'R_EGA_B': 0.0011071467489065065, 'R_EGA_uC': 0.0008101357269670446, 'R_EGA_lC': 0.0011114970475859674, 'R_EGA_uD': 0.000354221570933851, 'R_EGA_lD': 0.0003403250771494516, 'R_EGA_uE': 0.0004711587344998449, 'R_EGA_lE': 0.00034032507714945164})
