2023-12-14 08:43:28 t1dms 9 svr svr DEC_8_2023 test None 30 1
2023-12-14 08:43:29 {'hist': 180, 'kernel': 'rbf', 'C': 0.01, 'epsilon': 0.001, 'gamma': 1e-05} [0.9041018954004214]
2023-12-14 08:43:30 {'hist': 180, 'kernel': 'rbf', 'C': 0.01, 'epsilon': 0.001, 'gamma': 0.0001} [0.8667503584620256]
2023-12-14 08:43:30 {'hist': 180, 'kernel': 'rbf', 'C': 0.01, 'epsilon': 0.001, 'gamma': 0.001} [0.6661748781787464]
2023-12-14 08:43:31 {'hist': 180, 'kernel': 'rbf', 'C': 0.01, 'epsilon': 0.01, 'gamma': 1e-05} [0.9043097802284482]
2023-12-14 08:43:32 {'hist': 180, 'kernel': 'rbf', 'C': 0.01, 'epsilon': 0.01, 'gamma': 0.0001} [0.866667632190884]
2023-12-14 08:43:32 {'hist': 180, 'kernel': 'rbf', 'C': 0.01, 'epsilon': 0.01, 'gamma': 0.001} [0.6662342864697302]
2023-12-14 08:43:33 {'hist': 180, 'kernel': 'rbf', 'C': 0.01, 'epsilon': 0.1, 'gamma': 1e-05} [0.9039734828648444]
2023-12-14 08:43:34 {'hist': 180, 'kernel': 'rbf', 'C': 0.01, 'epsilon': 0.1, 'gamma': 0.0001} [0.8669519192958072]
2023-12-14 08:43:34 {'hist': 180, 'kernel': 'rbf', 'C': 0.01, 'epsilon': 0.1, 'gamma': 0.001} [0.6678501674219427]
2023-12-14 08:43:35 {'hist': 180, 'kernel': 'rbf', 'C': 3.1622776601683795, 'epsilon': 0.001, 'gamma': 1e-05} [0.4639105064904234]
2023-12-14 08:43:36 {'hist': 180, 'kernel': 'rbf', 'C': 3.1622776601683795, 'epsilon': 0.001, 'gamma': 0.0001} [0.23294928129361378]
2023-12-14 08:43:36 {'hist': 180, 'kernel': 'rbf', 'C': 3.1622776601683795, 'epsilon': 0.001, 'gamma': 0.001} [0.21306258629317298]
2023-12-14 08:43:37 {'hist': 180, 'kernel': 'rbf', 'C': 3.1622776601683795, 'epsilon': 0.01, 'gamma': 1e-05} [0.4636714359208943]
2023-12-14 08:43:38 {'hist': 180, 'kernel': 'rbf', 'C': 3.1622776601683795, 'epsilon': 0.01, 'gamma': 0.0001} [0.23298613768093723]
2023-12-14 08:43:38 {'hist': 180, 'kernel': 'rbf', 'C': 3.1622776601683795, 'epsilon': 0.01, 'gamma': 0.001} [0.21272392224636383]
2023-12-14 08:43:39 {'hist': 180, 'kernel': 'rbf', 'C': 3.1622776601683795, 'epsilon': 0.1, 'gamma': 1e-05} [0.46609739033038344]
2023-12-14 08:43:39 {'hist': 180, 'kernel': 'rbf', 'C': 3.1622776601683795, 'epsilon': 0.1, 'gamma': 0.0001} [0.2320547851852495]
2023-12-14 08:43:40 {'hist': 180, 'kernel': 'rbf', 'C': 3.1622776601683795, 'epsilon': 0.1, 'gamma': 0.001} [0.21046501327221637]
2023-12-14 08:43:41 {'hist': 180, 'kernel': 'rbf', 'C': 1000.0, 'epsilon': 0.001, 'gamma': 1e-05} [0.20487554555073031]
2023-12-14 08:43:42 {'hist': 180, 'kernel': 'rbf', 'C': 1000.0, 'epsilon': 0.001, 'gamma': 0.0001} [0.2178949104141067]
2023-12-14 08:43:51 {'hist': 180, 'kernel': 'rbf', 'C': 1000.0, 'epsilon': 0.001, 'gamma': 0.001} [0.3041140861332003]
2023-12-14 08:43:52 {'hist': 180, 'kernel': 'rbf', 'C': 1000.0, 'epsilon': 0.01, 'gamma': 1e-05} [0.20425999067641915]
2023-12-14 08:43:53 {'hist': 180, 'kernel': 'rbf', 'C': 1000.0, 'epsilon': 0.01, 'gamma': 0.0001} [0.21722775350721438]
2023-12-14 08:44:01 {'hist': 180, 'kernel': 'rbf', 'C': 1000.0, 'epsilon': 0.01, 'gamma': 0.001} [0.3010722865827923]
2023-12-14 08:44:01 {'hist': 180, 'kernel': 'rbf', 'C': 1000.0, 'epsilon': 0.1, 'gamma': 1e-05} [0.20289210747479006]
2023-12-14 08:44:03 {'hist': 180, 'kernel': 'rbf', 'C': 1000.0, 'epsilon': 0.1, 'gamma': 0.0001} [0.20993710490289022]
2023-12-14 08:44:07 {'hist': 180, 'kernel': 'rbf', 'C': 1000.0, 'epsilon': 0.1, 'gamma': 0.001} [0.2722706469124325]
2023-12-14 08:44:08 {'hist': 180, 'kernel': 'rbf', 'C': 56.2341325190349, 'epsilon': 0.0316227766016838, 'gamma': 3.1622776601683796e-06} [0.26066874582497135]
2023-12-14 08:44:08 {'hist': 180, 'kernel': 'rbf', 'C': 56.2341325190349, 'epsilon': 0.0316227766016838, 'gamma': 1e-05} [0.2175244535084961]
2023-12-14 08:44:09 {'hist': 180, 'kernel': 'rbf', 'C': 56.2341325190349, 'epsilon': 0.0316227766016838, 'gamma': 3.1622776601683795e-05} [0.20808365104964288]
2023-12-14 08:44:09 {'hist': 180, 'kernel': 'rbf', 'C': 56.2341325190349, 'epsilon': 0.1, 'gamma': 3.1622776601683796e-06} [0.25984933160039364]
2023-12-14 08:44:10 {'hist': 180, 'kernel': 'rbf', 'C': 56.2341325190349, 'epsilon': 0.1, 'gamma': 1e-05} [0.21718789397643565]
2023-12-14 08:44:10 {'hist': 180, 'kernel': 'rbf', 'C': 56.2341325190349, 'epsilon': 0.1, 'gamma': 3.1622776601683795e-05} [0.2068857096731562]
2023-12-14 08:44:11 {'hist': 180, 'kernel': 'rbf', 'C': 56.2341325190349, 'epsilon': 0.316227766016838, 'gamma': 3.1622776601683796e-06} [0.2726134252342782]
2023-12-14 08:44:11 {'hist': 180, 'kernel': 'rbf', 'C': 56.2341325190349, 'epsilon': 0.316227766016838, 'gamma': 1e-05} [0.22517931442209083]
2023-12-14 08:44:11 {'hist': 180, 'kernel': 'rbf', 'C': 56.2341325190349, 'epsilon': 0.316227766016838, 'gamma': 3.1622776601683795e-05} [0.2084408649484876]
2023-12-14 08:44:12 {'hist': 180, 'kernel': 'rbf', 'C': 1000.0, 'epsilon': 0.0316227766016838, 'gamma': 3.1622776601683796e-06} [0.20756849621480888]
2023-12-14 08:44:12 {'hist': 180, 'kernel': 'rbf', 'C': 1000.0, 'epsilon': 0.0316227766016838, 'gamma': 1e-05} [0.20382778673591295]
2023-12-14 08:44:13 {'hist': 180, 'kernel': 'rbf', 'C': 1000.0, 'epsilon': 0.0316227766016838, 'gamma': 3.1622776601683795e-05} [0.19899064943511796]
2023-12-14 08:44:14 {'hist': 180, 'kernel': 'rbf', 'C': 1000.0, 'epsilon': 0.1, 'gamma': 3.1622776601683796e-06} [0.20625280806362337]
2023-12-14 08:44:14 {'hist': 180, 'kernel': 'rbf', 'C': 1000.0, 'epsilon': 0.1, 'gamma': 1e-05} [0.20289210747479006]
2023-12-14 08:44:15 {'hist': 180, 'kernel': 'rbf', 'C': 1000.0, 'epsilon': 0.1, 'gamma': 3.1622776601683795e-05} [0.19890921359356462]
2023-12-14 08:44:15 {'hist': 180, 'kernel': 'rbf', 'C': 1000.0, 'epsilon': 0.316227766016838, 'gamma': 3.1622776601683796e-06} [0.20679162297193093]
2023-12-14 08:44:16 {'hist': 180, 'kernel': 'rbf', 'C': 1000.0, 'epsilon': 0.316227766016838, 'gamma': 1e-05} [0.20247144647554888]
2023-12-14 08:44:16 {'hist': 180, 'kernel': 'rbf', 'C': 1000.0, 'epsilon': 0.316227766016838, 'gamma': 3.1622776601683795e-05} [0.19932243524325646]
2023-12-14 08:44:17 {'hist': 180, 'kernel': 'rbf', 'C': 17782.79410038923, 'epsilon': 0.0316227766016838, 'gamma': 3.1622776601683796e-06} [0.1986943750087198]
2023-12-14 08:44:20 {'hist': 180, 'kernel': 'rbf', 'C': 17782.79410038923, 'epsilon': 0.0316227766016838, 'gamma': 1e-05} [0.19710910221310451]
2023-12-14 08:44:25 {'hist': 180, 'kernel': 'rbf', 'C': 17782.79410038923, 'epsilon': 0.0316227766016838, 'gamma': 3.1622776601683795e-05} [0.2267017557441288]
2023-12-14 08:44:26 {'hist': 180, 'kernel': 'rbf', 'C': 17782.79410038923, 'epsilon': 0.1, 'gamma': 3.1622776601683796e-06} [0.19752436190131378]
2023-12-14 08:44:28 {'hist': 180, 'kernel': 'rbf', 'C': 17782.79410038923, 'epsilon': 0.1, 'gamma': 1e-05} [0.19515522410804187]
2023-12-14 08:44:33 {'hist': 180, 'kernel': 'rbf', 'C': 17782.79410038923, 'epsilon': 0.1, 'gamma': 3.1622776601683795e-05} [0.21712311722329736]
2023-12-14 08:44:33 {'hist': 180, 'kernel': 'rbf', 'C': 17782.79410038923, 'epsilon': 0.316227766016838, 'gamma': 3.1622776601683796e-06} [0.19936446213576187]
2023-12-14 08:44:33 {'hist': 180, 'kernel': 'rbf', 'C': 17782.79410038923, 'epsilon': 0.316227766016838, 'gamma': 1e-05} [0.19826765762848542]
2023-12-14 08:44:34 {'hist': 180, 'kernel': 'rbf', 'C': 17782.79410038923, 'epsilon': 0.316227766016838, 'gamma': 3.1622776601683795e-05} [0.20035926064233173]
2023-12-14 08:44:45 ({'RMSE': 9.911671044279496, 'MAPE': 6.651025379869244, 'MASE': 0.5553511603971326, 'TG': 25.0, 'CG_EGA_AP': 0.9742271622091003, 'CG_EGA_BE': 0.017019798541160126, 'CG_EGA_EP': 0.008753039249739494, 'CG_EGA_AP_hypo': 0.9661016949152541, 'CG_EGA_BE_hypo': 0.011016949152542373, 'CG_EGA_EP_hypo': 0.02288135593220339, 'CG_EGA_AP_eu': 0.975, 'CG_EGA_BE_eu': 0.017517605633802818, 'CG_EGA_EP_eu': 0.007482394366197183, 'CG_EGA_AP_hyper': 0.9746630727762803, 'CG_EGA_BE_hyper': 0.01778975741239892, 'CG_EGA_EP_hyper': 0.007547169811320756, 'P_EGA_A+B': 0.9981243487321987, 'P_EGA_A': 0.9902744008336228, 'P_EGA_B': 0.007849947898575894, 'P_EGA_C': 0.0, 'P_EGA_D': 0.00187565126780132, 'P_EGA_E': 0.0, 'R_EGA_A+B': 0.9761028134769016, 'R_EGA_A': 0.7894407780479333, 'R_EGA_B': 0.1866620354289684, 'R_EGA_uC': 0.007016325112886418, 'R_EGA_lC': 0.0034039597082320253, 'R_EGA_uD': 0.003959708232025008, 'R_EGA_lD': 0.0026398054880166725, 'R_EGA_uE': 0.005418548106981591, 'R_EGA_lE': 0.0014588398749565822}, {'RMSE': 0.056793953201395235, 'MAPE': 0.026671057472305595, 'MASE': 0.00249108700051538, 'TG': 0.0, 'CG_EGA_AP': 0.0016787837406869804, 'CG_EGA_BE': 0.0014066312421894128, 'CG_EGA_EP': 0.0005975911960432531, 'CG_EGA_AP_hypo': 0.0037899457245759043, 'CG_EGA_BE_hypo': 0.0020758387650704905, 'CG_EGA_EP_hypo': 0.002075838765070491, 'CG_EGA_AP_eu': 0.0018961847912445547, 'CG_EGA_BE_eu': 0.0017023837681174048, 'CG_EGA_EP_eu': 0.0004821501386489135, 'CG_EGA_AP_hyper': 0.005550204927755788, 'CG_EGA_BE_hyper': 0.006051197930092627, 'CG_EGA_EP_hyper': 0.001078167115902965, 'P_EGA_A+B': 0.00017016253857471327, 'P_EGA_A': 0.0005812157183286358, 'P_EGA_B': 0.0007152226565465092, 'P_EGA_C': 0.0, 'P_EGA_D': 0.00017016253857472582, 'P_EGA_E': 0.0, 'R_EGA_A+B': 0.0015440160313228866, 'R_EGA_A': 0.007260711430610014, 'R_EGA_B': 0.006215786997781875, 'R_EGA_uC': 0.0004608023328038069, 'R_EGA_lC': 0.0005557485237929838, 'R_EGA_uD': 0.00041681139284473786, 'R_EGA_lD': 0.0003542215709338509, 'R_EGA_uE': 0.0003542215709338511, 'R_EGA_lE': 0.00013893713094824593})
