2023-12-12 18:33:51 t1dms 2 svr svr DEC_8_2023 test None 30 1
2023-12-12 18:33:51 {'hist': 180, 'kernel': 'rbf', 'C': 0.01, 'epsilon': 0.001, 'gamma': 1e-05} [0.8373107868919156]
2023-12-12 18:34:41 {'hist': 180, 'kernel': 'rbf', 'C': 1000.0, 'epsilon': 0.1, 'gamma': 0.000316227766016838} [0.3705923984694896]
2023-12-12 18:34:41 {'hist': 180, 'kernel': 'rbf', 'C': 1000.0, 'epsilon': 0.316227766016838, 'gamma': 3.1622776601683795e-05} [0.33021261216879677]
2023-12-12 18:34:41 {'hist': 180, 'kernel': 'rbf', 'C': 1000.0, 'epsilon': 0.316227766016838, 'gamma': 0.0001} [0.3227309976213354]
2023-12-12 18:34:42 {'hist': 180, 'kernel': 'rbf', 'C': 1000.0, 'epsilon': 0.316227766016838, 'gamma': 0.000316227766016838} [0.3427529948253185]
2023-12-12 18:34:47 {'hist': 180, 'kernel': 'rbf', 'C': 17782.79410038923, 'epsilon': 0.0316227766016838, 'gamma': 3.1622776601683795e-05} [0.3433909925416695]
2023-12-12 18:35:02 {'hist': 180, 'kernel': 'rbf', 'C': 17782.79410038923, 'epsilon': 0.0316227766016838, 'gamma': 0.0001} [0.41337644869303514]
2023-12-12 18:35:53 {'hist': 180, 'kernel': 'rbf', 'C': 17782.79410038923, 'epsilon': 0.0316227766016838, 'gamma': 0.000316227766016838} [0.4152946599297176]
2023-12-12 18:35:57 {'hist': 180, 'kernel': 'rbf', 'C': 17782.79410038923, 'epsilon': 0.1, 'gamma': 3.1622776601683795e-05} [0.329118779979183]
2023-12-12 18:36:08 {'hist': 180, 'kernel': 'rbf', 'C': 17782.79410038923, 'epsilon': 0.1, 'gamma': 0.0001} [0.3866287853596951]
2023-12-12 18:36:40 {'hist': 180, 'kernel': 'rbf', 'C': 17782.79410038923, 'epsilon': 0.1, 'gamma': 0.000316227766016838} [0.4017967170179744]
2023-12-12 18:36:41 {'hist': 180, 'kernel': 'rbf', 'C': 17782.79410038923, 'epsilon': 0.316227766016838, 'gamma': 3.1622776601683795e-05} [0.31903341322994955]
2023-12-12 18:36:45 {'hist': 180, 'kernel': 'rbf', 'C': 17782.79410038923, 'epsilon': 0.316227766016838, 'gamma': 0.0001} [0.34474085229333007]
2023-12-12 18:36:53 {'hist': 180, 'kernel': 'rbf', 'C': 17782.79410038923, 'epsilon': 0.316227766016838, 'gamma': 0.000316227766016838} [0.4079990186877883]
2023-12-12 18:37:01 ({'RMSE': 9.394475301736072, 'MAPE': 5.816753446281965, 'MASE': 0.5807046710560966, 'TG': 25.0, 'CG_EGA_AP': 0.9718652309829803, 'CG_EGA_BE': 0.02507815213615839, 'CG_EGA_EP': 0.00305661688086141, 'CG_EGA_AP_hypo': 0.9393939393939394, 'CG_EGA_BE_hypo': 0.030303030303030304, 'CG_EGA_EP_hypo': 0.030303030303030304, 'CG_EGA_AP_eu': 0.97420814479638, 'CG_EGA_BE_eu': 0.02330316742081448, 'CG_EGA_EP_eu': 0.00248868778280543, 'CG_EGA_AP_hyper': 0.945360824742268, 'CG_EGA_BE_hyper': 0.048453608247422675, 'CG_EGA_EP_hyper': 0.006185567010309278, 'P_EGA_A+B': 0.9996526571726294, 'P_EGA_A': 0.9889544980896143, 'P_EGA_B': 0.010698159083014936, 'P_EGA_C': 0.0, 'P_EGA_D': 0.0003473428273706148, 'P_EGA_E': 0.0, 'R_EGA_A+B': 0.9722125738103509, 'R_EGA_A': 0.7670718999652657, 'R_EGA_B': 0.2051406738450851, 'R_EGA_uC': 0.00798888502952414, 'R_EGA_lC': 0.008058353594998265, 'R_EGA_uD': 0.003334491142757902, 'R_EGA_lD': 0.005696422368878082, 'R_EGA_uE': 0.0015283084404307053, 'R_EGA_lE': 0.0011809656130600903}, {'RMSE': 0.06464438978484072, 'MAPE': 0.04985507436049359, 'MASE': 0.005259276023063813, 'TG': 0.0, 'CG_EGA_AP': 0.0020956030745395205, 'CG_EGA_BE': 0.002168042588999963, 'CG_EGA_EP': 0.0002599275711548413, 'CG_EGA_AP_hypo': 0.0, 'CG_EGA_BE_hypo': 0.0, 'CG_EGA_EP_hypo': 0.0, 'CG_EGA_AP_eu': 0.002003820551370494, 'CG_EGA_BE_eu': 0.0018224805390037054, 'CG_EGA_EP_eu': 0.00018472773324156695, 'CG_EGA_AP_hyper': 0.014059981130913255, 'CG_EGA_BE_hyper': 0.01712705951117129, 'CG_EGA_EP_hyper': 0.0038573787492514862, 'P_EGA_A+B': 0.0, 'P_EGA_A': 0.0005557485237929899, 'P_EGA_B': 0.0005557485237929836, 'P_EGA_C': 0.0, 'P_EGA_D': 0.0, 'P_EGA_E': 0.0, 'R_EGA_A+B': 0.0020956030745395205, 'R_EGA_A': 0.006935036835972664, 'R_EGA_B': 0.005252117588450379, 'R_EGA_uC': 0.0012231203099450515, 'R_EGA_lC': 0.0010162375017942202, 'R_EGA_uD': 0.0003542215709338509, 'R_EGA_lD': 0.0006056129133088814, 'R_EGA_uE': 0.00017016253857472582, 'R_EGA_lE': 0.00017016253857472582})
