2023-12-12 18:33:51 t1dms 2 svr svr DEC_8_2023 test None 30 1
2023-12-12 18:33:51 {'hist': 180, 'kernel': 'rbf', 'C': 0.01, 'epsilon': 0.001, 'gamma': 1e-05} [0.8373107868919156]
2023-12-12 18:33:52 {'hist': 180, 'kernel': 'rbf', 'C': 0.01, 'epsilon': 0.001, 'gamma': 0.0001} [0.819528789263373]
2023-12-12 18:33:53 {'hist': 180, 'kernel': 'rbf', 'C': 0.01, 'epsilon': 0.001, 'gamma': 0.001} [0.7150436528984053]
2023-12-12 18:33:53 {'hist': 180, 'kernel': 'rbf', 'C': 0.01, 'epsilon': 0.01, 'gamma': 1e-05} [0.8370778435968033]
2023-12-12 18:33:54 {'hist': 180, 'kernel': 'rbf', 'C': 0.01, 'epsilon': 0.01, 'gamma': 0.0001} [0.8193733347526864]
2023-12-12 18:33:55 {'hist': 180, 'kernel': 'rbf', 'C': 0.01, 'epsilon': 0.01, 'gamma': 0.001} [0.715282409157965]
2023-12-12 18:33:55 {'hist': 180, 'kernel': 'rbf', 'C': 0.01, 'epsilon': 0.1, 'gamma': 1e-05} [0.8341590435631353]
2023-12-12 18:33:56 {'hist': 180, 'kernel': 'rbf', 'C': 0.01, 'epsilon': 0.1, 'gamma': 0.0001} [0.8175355336383191]
2023-12-12 18:33:56 {'hist': 180, 'kernel': 'rbf', 'C': 0.01, 'epsilon': 0.1, 'gamma': 0.001} [0.7157916551148369]
2023-12-12 18:33:57 {'hist': 180, 'kernel': 'rbf', 'C': 3.1622776601683795, 'epsilon': 0.001, 'gamma': 1e-05} [0.5791714179291391]
2023-12-12 18:33:57 {'hist': 180, 'kernel': 'rbf', 'C': 3.1622776601683795, 'epsilon': 0.001, 'gamma': 0.0001} [0.37821179642141445]
2023-12-12 18:33:58 {'hist': 180, 'kernel': 'rbf', 'C': 3.1622776601683795, 'epsilon': 0.001, 'gamma': 0.001} [0.3423895837740656]
2023-12-12 18:33:59 {'hist': 180, 'kernel': 'rbf', 'C': 3.1622776601683795, 'epsilon': 0.01, 'gamma': 1e-05} [0.5791209658133025]
2023-12-12 18:33:59 {'hist': 180, 'kernel': 'rbf', 'C': 3.1622776601683795, 'epsilon': 0.01, 'gamma': 0.0001} [0.3785398660383692]
2023-12-12 18:34:00 {'hist': 180, 'kernel': 'rbf', 'C': 3.1622776601683795, 'epsilon': 0.01, 'gamma': 0.001} [0.3425748496469139]
2023-12-12 18:34:01 {'hist': 180, 'kernel': 'rbf', 'C': 3.1622776601683795, 'epsilon': 0.1, 'gamma': 1e-05} [0.5775240397626424]
2023-12-12 18:34:01 {'hist': 180, 'kernel': 'rbf', 'C': 3.1622776601683795, 'epsilon': 0.1, 'gamma': 0.0001} [0.38000213970742214]
2023-12-12 18:34:02 {'hist': 180, 'kernel': 'rbf', 'C': 3.1622776601683795, 'epsilon': 0.1, 'gamma': 0.001} [0.3408390944575159]
2023-12-12 18:34:02 {'hist': 180, 'kernel': 'rbf', 'C': 1000.0, 'epsilon': 0.001, 'gamma': 1e-05} [0.33459824141799643]
2023-12-12 18:34:04 {'hist': 180, 'kernel': 'rbf', 'C': 1000.0, 'epsilon': 0.001, 'gamma': 0.0001} [0.3354693034646861]
2023-12-12 18:34:11 {'hist': 180, 'kernel': 'rbf', 'C': 1000.0, 'epsilon': 0.001, 'gamma': 0.001} [0.39449864293354525]
2023-12-12 18:34:12 {'hist': 180, 'kernel': 'rbf', 'C': 1000.0, 'epsilon': 0.01, 'gamma': 1e-05} [0.33431920193153086]
2023-12-12 18:34:14 {'hist': 180, 'kernel': 'rbf', 'C': 1000.0, 'epsilon': 0.01, 'gamma': 0.0001} [0.3347123109479028]
2023-12-12 18:34:20 {'hist': 180, 'kernel': 'rbf', 'C': 1000.0, 'epsilon': 0.01, 'gamma': 0.001} [0.3932236959784783]
2023-12-12 18:34:20 {'hist': 180, 'kernel': 'rbf', 'C': 1000.0, 'epsilon': 0.1, 'gamma': 1e-05} [0.33427673738124136]
2023-12-12 18:34:22 {'hist': 180, 'kernel': 'rbf', 'C': 1000.0, 'epsilon': 0.1, 'gamma': 0.0001} [0.32666167012670033]
2023-12-12 18:34:27 {'hist': 180, 'kernel': 'rbf', 'C': 1000.0, 'epsilon': 0.1, 'gamma': 0.001} [0.3737212326365037]
2023-12-12 18:34:27 {'hist': 180, 'kernel': 'rbf', 'C': 56.2341325190349, 'epsilon': 0.0316227766016838, 'gamma': 3.1622776601683795e-05} [0.3467889501889158]
2023-12-12 18:34:28 {'hist': 180, 'kernel': 'rbf', 'C': 56.2341325190349, 'epsilon': 0.0316227766016838, 'gamma': 0.0001} [0.3345170550958866]
2023-12-12 18:34:29 {'hist': 180, 'kernel': 'rbf', 'C': 56.2341325190349, 'epsilon': 0.0316227766016838, 'gamma': 0.000316227766016838} [0.3310030363819687]
2023-12-12 18:34:29 {'hist': 180, 'kernel': 'rbf', 'C': 56.2341325190349, 'epsilon': 0.1, 'gamma': 3.1622776601683795e-05} [0.34734952652831375]
2023-12-12 18:34:30 {'hist': 180, 'kernel': 'rbf', 'C': 56.2341325190349, 'epsilon': 0.1, 'gamma': 0.0001} [0.3334303522962646]
2023-12-12 18:34:31 {'hist': 180, 'kernel': 'rbf', 'C': 56.2341325190349, 'epsilon': 0.1, 'gamma': 0.000316227766016838} [0.32626811684207524]
2023-12-12 18:34:31 {'hist': 180, 'kernel': 'rbf', 'C': 56.2341325190349, 'epsilon': 0.316227766016838, 'gamma': 3.1622776601683795e-05} [0.3523770161615456]
2023-12-12 18:34:31 {'hist': 180, 'kernel': 'rbf', 'C': 56.2341325190349, 'epsilon': 0.316227766016838, 'gamma': 0.0001} [0.338538701691964]
2023-12-12 18:34:31 {'hist': 180, 'kernel': 'rbf', 'C': 56.2341325190349, 'epsilon': 0.316227766016838, 'gamma': 0.000316227766016838} [0.33190064009704456]
2023-12-12 18:34:32 {'hist': 180, 'kernel': 'rbf', 'C': 1000.0, 'epsilon': 0.0316227766016838, 'gamma': 3.1622776601683795e-05} [0.3244509206251866]
2023-12-12 18:34:34 {'hist': 180, 'kernel': 'rbf', 'C': 1000.0, 'epsilon': 0.0316227766016838, 'gamma': 0.0001} [0.33275411462660653]
2023-12-12 18:34:37 {'hist': 180, 'kernel': 'rbf', 'C': 1000.0, 'epsilon': 0.0316227766016838, 'gamma': 0.000316227766016838} [0.4007432422589381]
2023-12-12 18:34:37 {'hist': 180, 'kernel': 'rbf', 'C': 1000.0, 'epsilon': 0.1, 'gamma': 3.1622776601683795e-05} [0.32354024483616883]
2023-12-12 18:34:39 {'hist': 180, 'kernel': 'rbf', 'C': 1000.0, 'epsilon': 0.1, 'gamma': 0.0001} [0.32666167012670033]
