2023-12-13 10:48:44 t1dms 5 svr svr DEC_8_2023 test None 30 1
2023-12-13 10:48:45 {'hist': 180, 'kernel': 'rbf', 'C': 0.01, 'epsilon': 0.001, 'gamma': 1e-05} [0.8360282529759081]
2023-12-13 10:49:17 {'hist': 180, 'kernel': 'rbf', 'C': 1000.0, 'epsilon': 0.01, 'gamma': 0.001} [0.31125214887391084]
2023-12-13 10:49:17 {'hist': 180, 'kernel': 'rbf', 'C': 1000.0, 'epsilon': 0.1, 'gamma': 1e-05} [0.2629915771902676]
2023-12-13 10:49:19 {'hist': 180, 'kernel': 'rbf', 'C': 1000.0, 'epsilon': 0.1, 'gamma': 0.0001} [0.25795164927951897]
2023-12-13 10:49:23 {'hist': 180, 'kernel': 'rbf', 'C': 1000.0, 'epsilon': 0.1, 'gamma': 0.001} [0.30446100818774297]
2023-12-13 10:49:24 {'hist': 180, 'kernel': 'rbf', 'C': 56.2341325190349, 'epsilon': 0.0316227766016838, 'gamma': 3.1622776601683795e-05} [0.27625677992110365]
2023-12-13 10:49:25 {'hist': 180, 'kernel': 'rbf', 'C': 56.2341325190349, 'epsilon': 0.0316227766016838, 'gamma': 0.0001} [0.26607086943837993]
2023-12-13 10:49:25 {'hist': 180, 'kernel': 'rbf', 'C': 56.2341325190349, 'epsilon': 0.0316227766016838, 'gamma': 0.000316227766016838} [0.2622994213874782]
2023-12-13 10:49:26 {'hist': 180, 'kernel': 'rbf', 'C': 56.2341325190349, 'epsilon': 0.1, 'gamma': 3.1622776601683795e-05} [0.27683371312358857]
2023-12-13 10:49:26 {'hist': 180, 'kernel': 'rbf', 'C': 56.2341325190349, 'epsilon': 0.1, 'gamma': 0.0001} [0.2669911420936524]
2023-12-13 10:49:27 {'hist': 180, 'kernel': 'rbf', 'C': 56.2341325190349, 'epsilon': 0.1, 'gamma': 0.000316227766016838} [0.2621984817318454]
2023-12-13 10:49:27 {'hist': 180, 'kernel': 'rbf', 'C': 56.2341325190349, 'epsilon': 0.316227766016838, 'gamma': 3.1622776601683795e-05} [0.28704765077966343]
2023-12-13 10:49:27 {'hist': 180, 'kernel': 'rbf', 'C': 56.2341325190349, 'epsilon': 0.316227766016838, 'gamma': 0.0001} [0.2774054396798591]
2023-12-13 10:49:27 {'hist': 180, 'kernel': 'rbf', 'C': 56.2341325190349, 'epsilon': 0.316227766016838, 'gamma': 0.000316227766016838} [0.27246980165873036]
2023-12-13 10:49:28 {'hist': 180, 'kernel': 'rbf', 'C': 1000.0, 'epsilon': 0.0316227766016838, 'gamma': 3.1622776601683795e-05} [0.2558253461593722]
2023-12-13 10:49:30 {'hist': 180, 'kernel': 'rbf', 'C': 1000.0, 'epsilon': 0.0316227766016838, 'gamma': 0.0001} [0.26001530640313497]
2023-12-13 10:49:34 {'hist': 180, 'kernel': 'rbf', 'C': 1000.0, 'epsilon': 0.0316227766016838, 'gamma': 0.000316227766016838} [0.270975251175699]
2023-12-13 10:49:34 {'hist': 180, 'kernel': 'rbf', 'C': 1000.0, 'epsilon': 0.1, 'gamma': 3.1622776601683795e-05} [0.25587039868359196]
2023-12-13 10:49:36 {'hist': 180, 'kernel': 'rbf', 'C': 1000.0, 'epsilon': 0.1, 'gamma': 0.0001} [0.25795164927951897]
2023-12-13 10:49:38 {'hist': 180, 'kernel': 'rbf', 'C': 1000.0, 'epsilon': 0.1, 'gamma': 0.000316227766016838} [0.26045383161632635]
2023-12-13 10:49:38 {'hist': 180, 'kernel': 'rbf', 'C': 1000.0, 'epsilon': 0.316227766016838, 'gamma': 3.1622776601683795e-05} [0.2657772825038246]
2023-12-13 10:49:38 {'hist': 180, 'kernel': 'rbf', 'C': 1000.0, 'epsilon': 0.316227766016838, 'gamma': 0.0001} [0.2653366741874036]
2023-12-13 10:49:39 {'hist': 180, 'kernel': 'rbf', 'C': 1000.0, 'epsilon': 0.316227766016838, 'gamma': 0.000316227766016838} [0.26651992181442]
2023-12-13 10:49:45 {'hist': 180, 'kernel': 'rbf', 'C': 17782.79410038923, 'epsilon': 0.0316227766016838, 'gamma': 3.1622776601683795e-05} [0.2645083524582434]
2023-12-13 10:50:03 {'hist': 180, 'kernel': 'rbf', 'C': 17782.79410038923, 'epsilon': 0.0316227766016838, 'gamma': 0.0001} [0.2830569619998205]
2023-12-13 10:50:57 {'hist': 180, 'kernel': 'rbf', 'C': 17782.79410038923, 'epsilon': 0.0316227766016838, 'gamma': 0.000316227766016838} [0.31547270689789136]
2023-12-13 10:51:02 {'hist': 180, 'kernel': 'rbf', 'C': 17782.79410038923, 'epsilon': 0.1, 'gamma': 3.1622776601683795e-05} [0.2564226117209697]
2023-12-13 10:51:15 {'hist': 180, 'kernel': 'rbf', 'C': 17782.79410038923, 'epsilon': 0.1, 'gamma': 0.0001} [0.2694081895793406]
2023-12-13 10:51:50 {'hist': 180, 'kernel': 'rbf', 'C': 17782.79410038923, 'epsilon': 0.1, 'gamma': 0.000316227766016838} [0.30121610772506746]
2023-12-13 10:51:51 {'hist': 180, 'kernel': 'rbf', 'C': 17782.79410038923, 'epsilon': 0.316227766016838, 'gamma': 3.1622776601683795e-05} [0.26032483906673065]
2023-12-13 10:51:52 {'hist': 180, 'kernel': 'rbf', 'C': 17782.79410038923, 'epsilon': 0.316227766016838, 'gamma': 0.0001} [0.2687443725961479]
2023-12-13 10:51:55 {'hist': 180, 'kernel': 'rbf', 'C': 17782.79410038923, 'epsilon': 0.316227766016838, 'gamma': 0.000316227766016838} [0.2904549117773472]
2023-12-13 10:52:01 ({'RMSE': 10.702142374800605, 'MAPE': 5.926545646091594, 'MASE': 0.6765864224376414, 'TG': 15.0, 'CG_EGA_AP': 0.9704063911080236, 'CG_EGA_BE': 0.022229940951719346, 'CG_EGA_EP': 0.007363667940257034, 'CG_EGA_AP_hypo': 0.9457627118644067, 'CG_EGA_BE_hypo': 0.00847457627118644, 'CG_EGA_EP_hypo': 0.04576271186440678, 'CG_EGA_AP_eu': 0.97120698012603, 'CG_EGA_BE_eu': 0.022976248182258845, 'CG_EGA_EP_eu': 0.0058167716917111, 'CG_EGA_AP_hyper': 0.9722063037249284, 'CG_EGA_BE_hyper': 0.022349570200573068, 'CG_EGA_EP_hyper': 0.005444126074498567, 'P_EGA_A+B': 0.9981243487321987, 'P_EGA_A': 0.9850642584230636, 'P_EGA_B': 0.013060090309135117, 'P_EGA_C': 0.0, 'P_EGA_D': 0.0018756512678013196, 'P_EGA_E': 0.0, 'R_EGA_A+B': 0.972282042375825, 'R_EGA_A': 0.8188954498089615, 'R_EGA_B': 0.15338659256686352, 'R_EGA_uC': 0.009030913511635983, 'R_EGA_lC': 0.004098645362973255, 'R_EGA_uD': 0.005071205279610976, 'R_EGA_lD': 0.004029176797499132, 'R_EGA_uE': 0.0032650225772837783, 'R_EGA_lE': 0.0022229940951719344}, {'RMSE': 0.10697484591824706, 'MAPE': 0.04551428128006724, 'MASE': 0.007054117926698898, 'TG': 0.0, 'CG_EGA_AP': 0.0017213632085257423, 'CG_EGA_BE': 0.0011414850104310517, 'CG_EGA_EP': 0.0008041567837992513, 'CG_EGA_AP_hypo': 0.011495474547669969, 'CG_EGA_BE_hypo': 0.0, 'CG_EGA_EP_hypo': 0.011495474547669946, 'CG_EGA_AP_eu': 0.0017233532559022178, 'CG_EGA_BE_eu': 0.001667925403207489, 'CG_EGA_EP_eu': 0.00043355656374208235, 'CG_EGA_AP_hyper': 0.0026571972766463786, 'CG_EGA_BE_hyper': 0.002950037289681089, 'CG_EGA_EP_hyper': 0.0005730659025787964, 'P_EGA_A+B': 0.00047115873449986263, 'P_EGA_A': 0.0009057592782497615, 'P_EGA_B': 0.0007152226565465092, 'P_EGA_C': 0.0, 'P_EGA_D': 0.0004711587344998449, 'P_EGA_E': 0.0, 'R_EGA_A+B': 0.001378911652746043, 'R_EGA_A': 0.004632048093968632, 'R_EGA_B': 0.004000327905213751, 'R_EGA_uC': 0.0004912169372605403, 'R_EGA_lC': 0.0006735227311450268, 'R_EGA_uD': 0.0005198551423096826, 'R_EGA_lD': 0.0004168113928447379, 'R_EGA_uE': 0.0003542215709338509, 'R_EGA_lE': 0.00017016253857472582})
