2023-12-12 13:11:22 t1dms 1 svr svr DEC_8_2023 test None 30 1
2023-12-12 13:11:23 {'hist': 180, 'kernel': 'rbf', 'C': 0.01, 'epsilon': 0.001, 'gamma': 1e-05} [0.8315167338481553]
2023-12-12 13:12:03 {'hist': 180, 'kernel': 'rbf', 'C': 56.2341325190349, 'epsilon': 0.316227766016838, 'gamma': 0.0001} [0.2871516096064887]
2023-12-12 13:12:04 {'hist': 180, 'kernel': 'rbf', 'C': 56.2341325190349, 'epsilon': 0.316227766016838, 'gamma': 0.000316227766016838} [0.2782915611086306]
2023-12-12 13:12:05 {'hist': 180, 'kernel': 'rbf', 'C': 1000.0, 'epsilon': 0.0316227766016838, 'gamma': 3.1622776601683795e-05} [0.27637897787664467]
2023-12-12 13:12:06 {'hist': 180, 'kernel': 'rbf', 'C': 1000.0, 'epsilon': 0.0316227766016838, 'gamma': 0.0001} [0.28623457753118725]
2023-12-12 13:12:09 {'hist': 180, 'kernel': 'rbf', 'C': 1000.0, 'epsilon': 0.0316227766016838, 'gamma': 0.000316227766016838} [0.312340452396916]
2023-12-12 13:12:10 {'hist': 180, 'kernel': 'rbf', 'C': 1000.0, 'epsilon': 0.1, 'gamma': 3.1622776601683795e-05} [0.27597073232111197]
2023-12-12 13:12:11 {'hist': 180, 'kernel': 'rbf', 'C': 1000.0, 'epsilon': 0.1, 'gamma': 0.0001} [0.2819314727609968]
2023-12-12 13:12:14 {'hist': 180, 'kernel': 'rbf', 'C': 1000.0, 'epsilon': 0.1, 'gamma': 0.000316227766016838} [0.31040587043191586]
2023-12-12 13:12:14 {'hist': 180, 'kernel': 'rbf', 'C': 1000.0, 'epsilon': 0.316227766016838, 'gamma': 3.1622776601683795e-05} [0.2773173420498284]
2023-12-12 13:12:14 {'hist': 180, 'kernel': 'rbf', 'C': 1000.0, 'epsilon': 0.316227766016838, 'gamma': 0.0001} [0.2722440094823726]
2023-12-12 13:12:15 {'hist': 180, 'kernel': 'rbf', 'C': 1000.0, 'epsilon': 0.316227766016838, 'gamma': 0.000316227766016838} [0.31087276212930165]
2023-12-12 13:12:20 {'hist': 180, 'kernel': 'rbf', 'C': 17782.79410038923, 'epsilon': 0.0316227766016838, 'gamma': 3.1622776601683795e-05} [0.29422867342805825]
2023-12-12 13:12:39 {'hist': 180, 'kernel': 'rbf', 'C': 17782.79410038923, 'epsilon': 0.0316227766016838, 'gamma': 0.0001} [0.3389016072655462]
2023-12-12 13:13:34 {'hist': 180, 'kernel': 'rbf', 'C': 17782.79410038923, 'epsilon': 0.0316227766016838, 'gamma': 0.000316227766016838} [0.4201684046575354]
2023-12-12 13:13:39 {'hist': 180, 'kernel': 'rbf', 'C': 17782.79410038923, 'epsilon': 0.1, 'gamma': 3.1622776601683795e-05} [0.28599142048080783]
2023-12-12 13:13:52 {'hist': 180, 'kernel': 'rbf', 'C': 17782.79410038923, 'epsilon': 0.1, 'gamma': 0.0001} [0.3306274453981578]
2023-12-12 13:14:23 {'hist': 180, 'kernel': 'rbf', 'C': 17782.79410038923, 'epsilon': 0.1, 'gamma': 0.000316227766016838} [0.383193338058414]
2023-12-12 13:14:25 {'hist': 180, 'kernel': 'rbf', 'C': 17782.79410038923, 'epsilon': 0.316227766016838, 'gamma': 3.1622776601683795e-05} [0.2777436917854326]
2023-12-12 13:14:28 {'hist': 180, 'kernel': 'rbf', 'C': 17782.79410038923, 'epsilon': 0.316227766016838, 'gamma': 0.0001} [0.3277670992630016]
2023-12-12 13:14:33 {'hist': 180, 'kernel': 'rbf', 'C': 17782.79410038923, 'epsilon': 0.316227766016838, 'gamma': 0.000316227766016838} [0.3586991855181698]
2023-12-12 13:14:35 ({'RMSE': 10.002607134589228, 'MAPE': 5.649757595217016, 'MASE': 0.59553993040727, 'TG': 25.0, 'CG_EGA_AP': 0.975686002084057, 'CG_EGA_BE': 0.020006946856547414, 'CG_EGA_EP': 0.004307051059395623, 'CG_EGA_AP_hypo': 0.8857142857142856, 'CG_EGA_BE_hypo': 0.005714285714285714, 'CG_EGA_EP_hypo': 0.10857142857142858, 'CG_EGA_AP_eu': 0.9827558420628526, 'CG_EGA_BE_eu': 0.015551974214343272, 'CG_EGA_EP_eu': 0.00169218372280419, 'CG_EGA_AP_hyper': 0.9359116022099447, 'CG_EGA_BE_hyper': 0.051933701657458566, 'CG_EGA_EP_hyper': 0.012154696132596685, 'P_EGA_A+B': 0.9986800972559916, 'P_EGA_A': 0.990969086488364, 'P_EGA_B': 0.007711010767627648, 'P_EGA_C': 0.0, 'P_EGA_D': 0.001319902744008336, 'P_EGA_E': 0.0, 'R_EGA_A+B': 0.9767280305661687, 'R_EGA_A': 0.8111149704758596, 'R_EGA_B': 0.16561306009030913, 'R_EGA_uC': 0.006460576589093435, 'R_EGA_lC': 0.006738450850989927, 'R_EGA_uD': 0.004029176797499132, 'R_EGA_lD': 0.00305661688086141, 'R_EGA_uE': 0.002848211184439041, 'R_EGA_lE': 0.0001389371309482459}, {'RMSE': 0.20732188521024753, 'MAPE': 0.06495913970300468, 'MASE': 0.009897805900166822, 'TG': 0.0, 'CG_EGA_AP': 0.0015060426112315805, 'CG_EGA_BE': 0.0014670866329936005, 'CG_EGA_EP': 0.00047115873449984496, 'CG_EGA_AP_hypo': 0.04040610178208841, 'CG_EGA_BE_hypo': 0.011428571428571429, 'CG_EGA_EP_hypo': 0.03331972511340171, 'CG_EGA_AP_eu': 0.0013816622239711776, 'CG_EGA_BE_eu': 0.001498877940188418, 'CG_EGA_EP_eu': 0.0003015034155337583, 'CG_EGA_AP_hyper': 0.010966537702364191, 'CG_EGA_BE_hyper': 0.010966537702364203, 'CG_EGA_EP_hyper': 0.0037471436370857835, 'P_EGA_A+B': 0.0004050678634835265, 'P_EGA_A': 0.0013362545371081223, 'P_EGA_B': 0.0011499093683394821, 'P_EGA_C': 0.0, 'P_EGA_D': 0.00040506786348352205, 'P_EGA_E': 0.0, 'R_EGA_A+B': 0.0015688210893555125, 'R_EGA_A': 0.002546759677641277, 'R_EGA_B': 0.0020181784017136396, 'R_EGA_uC': 0.0009970614862387856, 'R_EGA_lC': 0.0006056129133088812, 'R_EGA_uD': 0.0006806501542989032, 'R_EGA_lD': 0.0002599275711548413, 'R_EGA_uE': 0.0004608023328038068, 'R_EGA_lE': 0.00017016253857472582})
