2023-11-05 21:32:16 ohio 559 svr svr NOV_3_2023 test None 30 1
2023-11-05 21:32:31 {'hist': 180, 'kernel': 'rbf', 'C': 0.01, 'epsilon': 0.001, 'gamma': 1e-05} [1.145860349305881]
2023-11-05 21:32:34 {'hist': 180, 'kernel': 'rbf', 'C': 0.01, 'epsilon': 0.001, 'gamma': 0.0001} [1.031795466326995]
2023-11-05 21:32:38 {'hist': 180, 'kernel': 'rbf', 'C': 0.01, 'epsilon': 0.001, 'gamma': 0.001} [0.7442247493760795]
2023-11-05 21:32:41 {'hist': 180, 'kernel': 'rbf', 'C': 0.01, 'epsilon': 0.01, 'gamma': 1e-05} [1.1460572435721672]
2023-11-05 21:32:45 {'hist': 180, 'kernel': 'rbf', 'C': 0.01, 'epsilon': 0.01, 'gamma': 0.0001} [1.031621467782658]
2023-11-05 21:32:48 {'hist': 180, 'kernel': 'rbf', 'C': 0.01, 'epsilon': 0.01, 'gamma': 0.001} [0.7443904046694187]
2023-11-05 21:32:52 {'hist': 180, 'kernel': 'rbf', 'C': 0.01, 'epsilon': 0.1, 'gamma': 1e-05} [1.1434574834995357]
2023-11-05 21:32:55 {'hist': 180, 'kernel': 'rbf', 'C': 0.01, 'epsilon': 0.1, 'gamma': 0.0001} [1.0314800647700153]
2023-11-05 21:32:58 {'hist': 180, 'kernel': 'rbf', 'C': 0.01, 'epsilon': 0.1, 'gamma': 0.001} [0.7481305999302441]
2023-11-05 21:33:02 {'hist': 180, 'kernel': 'rbf', 'C': 3.1622776601683795, 'epsilon': 0.001, 'gamma': 1e-05} [0.5871666945009144]
2023-11-05 21:33:06 {'hist': 180, 'kernel': 'rbf', 'C': 3.1622776601683795, 'epsilon': 0.001, 'gamma': 0.0001} [0.47907788204783136]
2023-11-05 21:33:10 {'hist': 180, 'kernel': 'rbf', 'C': 3.1622776601683795, 'epsilon': 0.001, 'gamma': 0.001} [0.4609450922612436]
2023-11-05 21:33:13 {'hist': 180, 'kernel': 'rbf', 'C': 3.1622776601683795, 'epsilon': 0.01, 'gamma': 1e-05} [0.5872111997474946]
2023-11-05 21:33:17 {'hist': 180, 'kernel': 'rbf', 'C': 3.1622776601683795, 'epsilon': 0.01, 'gamma': 0.0001} [0.4788153301838328]
2023-11-05 21:33:21 {'hist': 180, 'kernel': 'rbf', 'C': 3.1622776601683795, 'epsilon': 0.01, 'gamma': 0.001} [0.46094665385860095]
2023-11-05 21:33:24 {'hist': 180, 'kernel': 'rbf', 'C': 3.1622776601683795, 'epsilon': 0.1, 'gamma': 1e-05} [0.5887582423924156]
2023-11-05 21:33:26 {'hist': 180, 'kernel': 'rbf', 'C': 3.1622776601683795, 'epsilon': 0.1, 'gamma': 0.0001} [0.47827475875379244]
2023-11-05 21:33:29 {'hist': 180, 'kernel': 'rbf', 'C': 3.1622776601683795, 'epsilon': 0.1, 'gamma': 0.001} [0.45889820154705097]
2023-11-05 21:33:34 {'hist': 180, 'kernel': 'rbf', 'C': 1000.0, 'epsilon': 0.001, 'gamma': 1e-05} [0.4520699787267659]
2023-11-05 21:33:45 {'hist': 180, 'kernel': 'rbf', 'C': 1000.0, 'epsilon': 0.001, 'gamma': 0.0001} [0.4510198510518342]
2023-11-05 21:34:40 {'hist': 180, 'kernel': 'rbf', 'C': 1000.0, 'epsilon': 0.001, 'gamma': 0.001} [0.5625281673142928]
2023-11-05 21:34:44 {'hist': 180, 'kernel': 'rbf', 'C': 1000.0, 'epsilon': 0.01, 'gamma': 1e-05} [0.4520382046604023]
2023-11-05 21:34:55 {'hist': 180, 'kernel': 'rbf', 'C': 1000.0, 'epsilon': 0.01, 'gamma': 0.0001} [0.45053581698092793]
2023-11-05 21:35:38 {'hist': 180, 'kernel': 'rbf', 'C': 1000.0, 'epsilon': 0.01, 'gamma': 0.001} [0.5604068928045616]
2023-11-05 21:35:41 {'hist': 180, 'kernel': 'rbf', 'C': 1000.0, 'epsilon': 0.1, 'gamma': 1e-05} [0.45005331344278476]
2023-11-05 21:35:49 {'hist': 180, 'kernel': 'rbf', 'C': 1000.0, 'epsilon': 0.1, 'gamma': 0.0001} [0.44500103892593]
2023-11-05 21:36:16 {'hist': 180, 'kernel': 'rbf', 'C': 1000.0, 'epsilon': 0.1, 'gamma': 0.001} [0.5248936662082692]
2023-11-05 21:36:19 {'hist': 180, 'kernel': 'rbf', 'C': 56.2341325190349, 'epsilon': 0.0316227766016838, 'gamma': 3.1622776601683795e-05} [0.45985099778006117]
2023-11-05 21:36:23 {'hist': 180, 'kernel': 'rbf', 'C': 56.2341325190349, 'epsilon': 0.0316227766016838, 'gamma': 0.0001} [0.4514600847436871]
2023-11-05 21:36:28 {'hist': 180, 'kernel': 'rbf', 'C': 56.2341325190349, 'epsilon': 0.0316227766016838, 'gamma': 0.000316227766016838} [0.44997735403347433]
2023-11-05 21:36:30 {'hist': 180, 'kernel': 'rbf', 'C': 56.2341325190349, 'epsilon': 0.1, 'gamma': 3.1622776601683795e-05} [0.45838890564314305]
2023-11-05 21:36:33 {'hist': 180, 'kernel': 'rbf', 'C': 56.2341325190349, 'epsilon': 0.1, 'gamma': 0.0001} [0.44989641962504334]
2023-11-05 21:36:37 {'hist': 180, 'kernel': 'rbf', 'C': 56.2341325190349, 'epsilon': 0.1, 'gamma': 0.000316227766016838} [0.44668243639574906]
2023-11-05 21:36:38 {'hist': 180, 'kernel': 'rbf', 'C': 56.2341325190349, 'epsilon': 0.316227766016838, 'gamma': 3.1622776601683795e-05} [0.4590249615245026]
2023-11-05 21:36:39 {'hist': 180, 'kernel': 'rbf', 'C': 56.2341325190349, 'epsilon': 0.316227766016838, 'gamma': 0.0001} [0.45086645379541446]
2023-11-05 21:36:40 {'hist': 180, 'kernel': 'rbf', 'C': 56.2341325190349, 'epsilon': 0.316227766016838, 'gamma': 0.000316227766016838} [0.4467715618812838]
2023-11-05 21:36:46 {'hist': 180, 'kernel': 'rbf', 'C': 1000.0, 'epsilon': 0.0316227766016838, 'gamma': 3.1622776601683795e-05} [0.4469684486179846]
2023-11-05 21:36:56 {'hist': 180, 'kernel': 'rbf', 'C': 1000.0, 'epsilon': 0.0316227766016838, 'gamma': 0.0001} [0.44932913157799037]
2023-11-05 21:37:15 {'hist': 180, 'kernel': 'rbf', 'C': 1000.0, 'epsilon': 0.0316227766016838, 'gamma': 0.000316227766016838} [0.467962961592796]
2023-11-05 21:37:20 {'hist': 180, 'kernel': 'rbf', 'C': 1000.0, 'epsilon': 0.1, 'gamma': 3.1622776601683795e-05} [0.44531324534519756]
2023-11-05 21:37:27 {'hist': 180, 'kernel': 'rbf', 'C': 1000.0, 'epsilon': 0.1, 'gamma': 0.0001} [0.44500103892593]
2023-11-05 21:37:42 {'hist': 180, 'kernel': 'rbf', 'C': 1000.0, 'epsilon': 0.1, 'gamma': 0.000316227766016838} [0.4640767890094855]
2023-11-05 21:37:44 {'hist': 180, 'kernel': 'rbf', 'C': 1000.0, 'epsilon': 0.316227766016838, 'gamma': 3.1622776601683795e-05} [0.4423090399178555]
2023-11-05 21:37:46 {'hist': 180, 'kernel': 'rbf', 'C': 1000.0, 'epsilon': 0.316227766016838, 'gamma': 0.0001} [0.441701978085673]
2023-11-05 21:37:52 {'hist': 180, 'kernel': 'rbf', 'C': 1000.0, 'epsilon': 0.316227766016838, 'gamma': 0.000316227766016838} [0.46128381912622274]
2023-11-05 21:38:36 {'hist': 180, 'kernel': 'rbf', 'C': 17782.79410038923, 'epsilon': 0.0316227766016838, 'gamma': 3.1622776601683795e-05} [0.4524075080383395]
2023-11-05 21:40:30 {'hist': 180, 'kernel': 'rbf', 'C': 17782.79410038923, 'epsilon': 0.0316227766016838, 'gamma': 0.0001} [0.4810161914257594]
2023-11-05 21:45:04 {'hist': 180, 'kernel': 'rbf', 'C': 17782.79410038923, 'epsilon': 0.0316227766016838, 'gamma': 0.000316227766016838} [0.5896256513451593]
2023-11-05 21:45:37 {'hist': 180, 'kernel': 'rbf', 'C': 17782.79410038923, 'epsilon': 0.1, 'gamma': 3.1622776601683795e-05} [0.44727500169338197]
2023-11-05 21:47:09 {'hist': 180, 'kernel': 'rbf', 'C': 17782.79410038923, 'epsilon': 0.1, 'gamma': 0.0001} [0.47431734715087615]
2023-11-05 21:50:58 {'hist': 180, 'kernel': 'rbf', 'C': 17782.79410038923, 'epsilon': 0.1, 'gamma': 0.000316227766016838} [0.5580907929936124]
2023-11-05 21:51:08 {'hist': 180, 'kernel': 'rbf', 'C': 17782.79410038923, 'epsilon': 0.316227766016838, 'gamma': 3.1622776601683795e-05} [0.4437709877354933]
2023-11-05 21:51:38 {'hist': 180, 'kernel': 'rbf', 'C': 17782.79410038923, 'epsilon': 0.316227766016838, 'gamma': 0.0001} [0.4714268872370921]
2023-11-05 21:52:23 {'hist': 180, 'kernel': 'rbf', 'C': 17782.79410038923, 'epsilon': 0.316227766016838, 'gamma': 0.000316227766016838} [0.5065704847678502]
2023-11-05 21:52:37 ({'RMSE': 21.02770382953011, 'MAPE': 10.333264985526156, 'MASE': 0.8846189741771706, 'TG': 10.0, 'CG_EGA_AP': 0.8268585131894485, 'CG_EGA_BE': 0.12717825739408473, 'CG_EGA_EP': 0.04596322941646683, 'CG_EGA_AP_hypo': 0.5150684931506849, 'CG_EGA_BE_hypo': 0.01917808219178082, 'CG_EGA_EP_hypo': 0.4657534246575342, 'CG_EGA_AP_eu': 0.8748976807639834, 'CG_EGA_BE_eu': 0.09904502046384721, 'CG_EGA_EP_eu': 0.02605729877216917, 'CG_EGA_AP_hyper': 0.77736240913811, 'CG_EGA_BE_hyper': 0.1781931464174455, 'CG_EGA_EP_hyper': 0.04444444444444444, 'P_EGA_A+B': 0.9844124700239808, 'P_EGA_A': 0.9081534772182254, 'P_EGA_B': 0.0762589928057554, 'P_EGA_C': 0.0006394884092725819, 'P_EGA_D': 0.014948041566746603, 'P_EGA_E': 0.0, 'R_EGA_A+B': 0.8405275779376499, 'R_EGA_A': 0.6075939248601119, 'R_EGA_B': 0.23293365307753797, 'R_EGA_uC': 0.05347721822541966, 'R_EGA_lC': 0.04596322941646683, 'R_EGA_uD': 0.009912070343725021, 'R_EGA_lD': 0.01958433253397282, 'R_EGA_uE': 0.017026378896882494, 'R_EGA_lE': 0.013509192645883294}, {'RMSE': 0.1517638638923247, 'MAPE': 0.14722041609886996, 'MASE': 0.011618365958815385, 'TG': 0.0, 'CG_EGA_AP': 0.0035515363535608296, 'CG_EGA_BE': 0.0031103239741556697, 'CG_EGA_EP': 0.0020535943371167266, 'CG_EGA_AP_hypo': 0.02684372320858279, 'CG_EGA_BE_hypo': 0.006710930802145693, 'CG_EGA_EP_hypo': 0.02122182655456121, 'CG_EGA_AP_eu': 0.004391126040772456, 'CG_EGA_BE_eu': 0.004056226124779948, 'CG_EGA_EP_eu': 0.0016929977688937047, 'CG_EGA_AP_hyper': 0.005518309555799131, 'CG_EGA_BE_hyper': 0.004386025354505269, 'CG_EGA_EP_hyper': 0.003038159675665169, 'P_EGA_A+B': 0.0007149697769783745, 'P_EGA_A': 0.0025704132998902577, 'P_EGA_B': 0.002691839846599958, 'P_EGA_C': 0.00019580253739274006, 'P_EGA_D': 0.0005981866325777682, 'P_EGA_E': 0.0, 'R_EGA_A+B': 0.0039323337733809145, 'R_EGA_A': 0.0077228320203129724, 'R_EGA_B': 0.006896772057593284, 'R_EGA_uC': 0.0014608846428854564, 'R_EGA_lC': 0.002053594337116726, 'R_EGA_uD': 0.0012227864540989893, 'R_EGA_lD': 0.0014299395539567011, 'R_EGA_uE': 0.0008972799488666522, 'R_EGA_lE': 0.001703219484625301})
here
params: svr
exp: NOV_3_2023
ph: 30
past here
